"CycID","BH.Q","ADJ.P","PER","LAG","AMP"
"Cybb","1","1","20","12","0.229796885993251"
"Tapbp","1","1","20","12","0.157564981103034"
"Unknown_1","0.839847417840376","0.183333333333333","20","18","2.08956364767883"
"Yeats4","1","0.611111111111111","20","16","0.247465116356091"
"Zkscan1","0.839847417840376","0.183333333333333","20","18","0.978791969851889"
"Sts","1","1","20","10","0.280321728439388"
"Gimap1","0.839847417840376","0.183333333333333","20","8","0.254881192473938"
"Myl6","1","1","24","6","0.219346310706716"
"Srsf5","1","1","20","8","0.453035643918506"
"Zw10","1","1","20","18","0.253799934807806"
"Grb7","1","0.611111111111111","24","0","0.450941447162897"
"Mgst1","1","1","20","18","0.294064022956779"
"Rps19bp1","1","1","24","6","0.184578888319857"
"Cd163","1","1","20","18","0.57257969342709"
"Skic8","1","1","24","6","0.0655960084537687"
"Nid1","1","1","20","18","0.991863979083656"
"Khdrbs1","1","1","20","0","0.0829544301353197"
"Alkbh5","1","0.611111111111111","20","0","0.212380749290136"
"Steap4","0.839847417840376","0.183333333333333","20","16","0.276685153898757"
"Tcp1","1","0.611111111111111","24","0","0.357513545673666"
"Dek","1","1","24","6","0.405919410832784"
"Hnf1a","0.839847417840376","0.183333333333333","20","18","2.02736506983152"
"Exosc7","1","1","20","10","0.146519019016058"
"Nelfe","1","1","24","6","0.314848817810541"
"Khdrbs3","1","1","24","10","0.0615052498945222"
"Rpl12","1","1","24","22","0.206779024551923"
"Fubp1","1","1","20","0","0.448068166761084"
"Nid2","1","1","20","4","1.55758240653583"
"Kpna2","0.839847417840376","0.183333333333333","24","0","0.182880141088159"
"Upf1","1","0.611111111111111","20","4","0.466060367243735"
"Suds3","1","1","24","6","0.128550713476971"
"Rab11a","1","1","20","4","0.264946340839278"
"Got1","0.606912637828668","0.0305555555555556","20","4","0.471692559910102"
"Actr3","1","0.611111111111111","20","6","0.276672738729043"
"Wdr83","1","1","24","18","0.423261116276167"
"Pigs","1","1","20","12","0.233666094013494"
"Gpx1","1","1","20","4","0.186416570769301"
"Tmod3","0.606912637828668","0.0305555555555556","20","8","0.205868820380787"
"Irag2","1","1","24","22","0.19875495978439"
"Osbpl8","1","1","20","6","0.399726152000368"
"Nmi","1","1","20","16","0.0653321387558351"
"Tmx2","0.839847417840376","0.183333333333333","24","10","0.142380105598159"
"Exosc2","1","1","20","6","0.13876387654086"
"Lamb1","1","0.611111111111111","24","0","0.680565970393766"
"C2cd2l","1","1","20","4","0.222667657611994"
"Clec4g","1","0.611111111111111","24","8","0.141734769503122"
"Cyp2j6","1","1","20","0","1.00535266578438"
"Fech","1","1","24","6","0.507341711216353"
"Tada3","1","1","20","18","0.150995556448222"
"Banf1","1","1","24","22","0.104972227268087"
"Slc25a13","0.839847417840376","0.183333333333333","20","6","0.353366637363729"
"Ezh2","1","1","20","0","0.407444076064688"
"Vdac3","0.839847417840376","0.183333333333333","24","6","0.522297503707638"
"H2-K1","1","1","20","4","0.177779086526297"
"Gfap","1","1","20","8","0.134513906696095"
"Fabp1","1","0.611111111111111","20","6","0.338205325385253"
"Spin1","0.606912637828668","0.0305555555555556","24","2","0.272290099359675"
"Tnpo1","0.839847417840376","0.183333333333333","20","0","0.36175905308488"
"Lyn","1","1","20","10","0.768489836392133"
"Cobll1","1","1","20","16","0.21811455786445"
"Cyp2d11","1","1","20","10","0.295520092382061"
"Slc3a1","1","1","20","10","0.576880277209342"
"Rab8a","1","1","20","18","0.103954065752104"
"Coil","1","1","20","16","0.304983208427521"
"Rab18","1","1","20","12","0.165941604154937"
"Paxip1","1","1","20","16","0.259512369010394"
"Mllt10","1","1","20","0","0.344993325103158"
"Ttf2","0.839847417840376","0.183333333333333","20","16","1.01439611646717"
"Myl1","1","1","20","18","1.55668338041887"
"Cyp4f3","1","1","20","10","0.173379200585222"
"Polr1d","1","1","20","16","0.251934171914839"
"Amfr","1","1","20","4","0.355802827265817"
"Lnpk","1","1","24","6","0.256138887686085"
"Sptb","0.839847417840376","0.183333333333333","20","8","0.519385040675872"
"Pex5","1","0.611111111111111","24","18","0.301476141425763"
"Tapbpl","1","1","20","12","0.256789630126262"
"Rpl17","1","1","20","18","0.30036420502409"
"Golim4","1","0.611111111111111","20","10","0.359543299826173"
"Tmt1b","1","0.611111111111111","20","14","0.100814457747957"
"Tmcc2","1","1","20","6","0.385732367957592"
"Hspa1l","1","1","20","0","0.715872278705847"
"H1-0","1","0.611111111111111","20","12","0.144353143331497"
"Znf263","1","1","24","6","0.677651574784462"
"Plekha6","1","1","20","8","0.254105280932424"
"Igf2r","1","1","20","6","0.718145237145283"
"Flii","1","1","20","4","0.221901984470463"
"Tfam","1","1","24","6","0.179222122948311"
"Alyref2","1","1","24","22","0.683509797008472"
"Gtf2h1","0.839847417840376","0.183333333333333","24","10","0.164806190041024"
"Macroh2a2","1","1","20","16","0.205392902887328"
"Aup1","1","0.611111111111111","24","10","0.0404004257486656"
"Sec14l2","1","1","24","6","0.349857519026821"
"Krt2","1","1","20","10","0.821156092733858"
"Bclaf3","0.839847417840376","0.183333333333333","24","12","0.390270256893838"
"Cebpa","1","0.611111111111111","20","18","0.524321815891318"
"Med15","1","1","20","10","0.274262493117029"
"Exosc9","1","1","20","4","0.276150169636253"
"Supt20h","1","0.611111111111111","20","18","0.232090954462129"
"Cd74","1","1","20","8","0.930477527657541"
"H2-Ab1","1","1","20","8","0.583833535783674"
"Nbn","1","0.611111111111111","24","0","1.18970044386744"
"Dnajc7","0.606912637828668","0.0305555555555556","20","18","1.39635300827033"
"Rab10","0.839847417840376","0.183333333333333","24","16","0.38200497134074"
"Cep250","1","1","20","12","0.841420142703179"
"Rpl23a","0.839847417840376","0.183333333333333","20","0","0.33422464604636"
"Ergic3","1","0.611111111111111","20","14","0.113843094595783"
"Rfx5","1","0.611111111111111","24","8","0.458416198360781"
"Tmx1","1","1","24","22","0.143590856616306"
"Hpd","1","1","20","0","0.784317703147528"
"Rnf2","0.839847417840376","0.183333333333333","20","0","0.319455692896002"
"Col1a2","1","1","20","4","2.44459216769935"
"Epb41","1","1","20","2","0.36183437101384"
"Fbxo28","1","1","20","10","0.213239352473075"
"Tgm1","0.839847417840376","0.183333333333333","20","8","0.710812973297192"
"Rap1b","1","1","20","10","0.0891861742922927"
"Clec4f","1","1","24","12","0.353964847196139"
"Gpkow","1","1","20","8","0.167323334189078"
"Pum1","1","1","20","18","0.471596743040775"
"Actn3","1","1","20","16","1.32900472170651"
"Parp12","0.606912637828668","0.0305555555555556","20","18","1.07668176412914"
"Emc2","1","1","20","10","0.14115617977529"
"Mccc1","1","1","20","10","0.275879269050521"
"Alg2","1","0.611111111111111","24","10","0.176768890915556"
"Celf1","1","1","20","0","0.448599984005181"
"Cdh2","1","1","20","6","0.45598385451982"
"Rpl24","1","1","20","4","0.205593672969778"
"Rusf1","1","1","24","6","0.335132102681118"
"Cox4i1","1","0.611111111111111","20","6","0.242997860253782"
"Rab11b","0.839847417840376","0.183333333333333","24","12","0.234632617910191"
"Usp16","1","1","20","18","0.493658152571972"
"Uchl5","1","0.611111111111111","24","0","0.224918585453322"
"Rgn","1","1","20","6","0.150627693242629"
"Klhl7","1","1","24","18","0.411324606313948"
"Iigp1","1","1","24","10","0.0643816403085376"
"Tefm","1","1","20","0","0.428470880109499"
"Ipo7","0.839847417840376","0.183333333333333","20","18","0.50562232973622"
"Eif2a","1","1","24","6","0.457770780217256"
"Hsd17b7","1","1","20","6","0.191258897892815"
"Tle1","1","0.611111111111111","20","18","4.40077049043712"
"Atxn7","1","0.611111111111111","24","18","0.580530964294903"
"Ctif","0.839847417840376","0.183333333333333","20","0","0.289897741701471"
"Msn","0.606912637828668","0.0305555555555556","24","4","1.13919854010298"
"Suz12","1","1","24","6","0.112942241931956"
"Ldha","1","1","24","10","0.0712850545805781"
"Ikzf5","1","1","20","0","0.0835733930406611"
"Rps12","1","0.611111111111111","20","18","0.200538679143228"
"Pias1","1","0.611111111111111","20","16","1.06648315432149"
"Adam23","1","1","24","6","0.298854625062316"
"Rbmx2","1","0.611111111111111","24","14","0.204732977141415"
"Ppil4","1","1","24","18","0.404156371361464"
"Chdh","1","1","20","4","0.374261318370475"
"Dynll1","1","1","24","6","0.303892602074055"
"Hsd3b4","0.839847417840376","0.183333333333333","20","14","2.221296720887"
"Ppil3","0.839847417840376","0.183333333333333","24","20","0.338802844757696"
"Lmf1","1","1","24","6","0.202814637357212"
"Eif4a2","1","1","20","0","1.76597976706409"
"Mbd2","1","1","24","6","0.201968090238557"
"Slc25a5","1","1","20","6","0.434954669826374"
"Rhoa","1","1","20","10","0.171096959713221"
"Dhrs7b","1","1","20","4","0.193365914410037"
"Actr5","0.839847417840376","0.183333333333333","20","18","0.273875208411909"
"Cbx1","1","1","20","2","0.157443802515782"
"Rpl9","1","0.611111111111111","24","20","0.120657554900788"
"Eif2s3x","1","1","20","16","0.36796256962511"
"Ncbp2","1","0.611111111111111","24","20","0.0859247960810049"
"Saraf","1","0.611111111111111","24","0","0.248176068916384"
"Stbd1","0.839847417840376","0.183333333333333","20","14","0.306236589079086"
"Xrcc5","1","1","20","0","0.289375052186751"
"Tmem33","1","1","20","4","0.243294185526993"
"Farp2","1","1","20","8","0.414214758263933"
"Rps18","1","0.611111111111111","20","0","0.0820762375373177"
"Abca6","1","1","20","8","0.261283135180526"
"Tmed4","1","1","20","10","0.161174765219679"
"Tmed10","1","1","24","12","0.173337014938993"
"Arg1","1","0.611111111111111","24","4","0.164078365440596"
"Rps3","0.839847417840376","0.183333333333333","24","0","0.487994009461657"
"Atp2b4","1","1","20","18","0.149115336704083"
"Cyp1a1","0.839847417840376","0.183333333333333","24","18","2.04975784219721"
"Pgap1","0.839847417840376","0.183333333333333","24","10","0.195235423748587"
"Ergic1","1","1","20","0","0.130539503350503"
"Fcf1","1","0.611111111111111","20","16","0.247695597866828"
"Fbxo6","1","0.611111111111111","20","14","0.189768522505392"
"Daam1","1","1","20","8","0.754642581347375"
"Slc2a2","0.839847417840376","0.183333333333333","20","6","0.49423552719938"
"Brd1","1","1","20","18","0.041885106741193"
"Rpf2","1","1","24","22","0.234815884649281"
"Rpl18","1","0.611111111111111","20","16","0.294820441432795"
"Scfd2","1","1","20","12","0.243240544808944"
"Recql5","1","1","20","14","0.365516184412329"
"Tra2a","0.839847417840376","0.183333333333333","24","14","0.388717635297986"
"H2ac15","1","1","24","18","1.46925209080299"
"Mat1a","0.839847417840376","0.183333333333333","20","18","0.894234574367499"
"Gstp1","1","0.611111111111111","24","4","0.558715248795525"
"Esr1","0.606912637828668","0.0305555555555556","20","18","2.56222072501168"
"Esyt2","1","1","20","6","0.0296987133828868"
"Swt1","1","1","24","6","0.160879104626857"
"Prelp","1","1","20","4","0.170105283054226"
"Phf5a","1","0.611111111111111","20","16","0.188392952898801"
"Alg5","1","1","20","10","0.0917219854269992"
"Erlin1","1","1","20","6","0.225291959143512"
"Nat8f2","1","1","24","12","0.122567958530284"
"Rdh11","1","0.611111111111111","24","10","0.183501363523932"
"Sgpp1","1","1","20","4","0.334445782595946"
"Rps16","0.839847417840376","0.183333333333333","20","18","0.274124247638884"
"Nr1d2","0.839847417840376","0.183333333333333","24","14","3.42704268176507"
"Rpl18a","1","0.611111111111111","24","20","0.269839381705635"
"Hook3","1","0.611111111111111","20","18","0.647715013610489"
"Kank2","1","1","24","0","0.651433880380455"
"Gc","1","0.611111111111111","20","2","0.22626359729101"
"Mlx","1","1","20","0","0.680011309297827"
"Ywhaz","1","0.611111111111111","20","16","0.234612400219853"
"Gtf2h2","1","1","20","16","0.190685557506672"
"Os9","1","0.611111111111111","20","10","0.212586466110446"
"Usf2","1","1","24","6","0.629038746495993"
"Cxxc1","1","0.611111111111111","20","18","0.491340144833443"
"Sptlc1","1","1","20","10","0.185993540175834"
"Bzw1","1","1","24","0","0.739725536670671"
"Scaf8","1","1","20","4","0.235543461070383"
"Ddrgk1","1","1","20","18","0.250515045482708"
"Znf280d","1","1","20","6","0.445516768130816"
"Atg9a","1","1","20","4","0.187526274859843"
"Eif2s1","1","1","20","18","0.202567396796922"
"Myo7a","0.839847417840376","0.183333333333333","24","6","1.12563776295192"
"Sting1","1","1","20","12","0.522767397902332"
"Clk4","1","1","20","10","0.535355600456034"
"Dgcr8","1","1","24","18","0.246080326566309"
"Cyb5b","1","1","20","10","0.134995433810218"
"Dnajc8","1","1","20","16","0.292743831191621"
"Srsf10","1","0.611111111111111","20","16","0.343001389508628"
"Slc27a4","0.839847417840376","0.183333333333333","24","16","0.145034700067951"
"Kmt5b","1","1","20","0","0.203865466617063"
"Cdc16","1","1","20","0","0.420438928813798"
"Psmd2","1","1","20","2","0.416204288411837"
"Vdac2","0.839847417840376","0.183333333333333","20","6","0.379459521297099"
"Atp5f1c","1","1","20","6","0.379508293768475"
"Trafd1","0.606912637828668","0.0305555555555556","20","18","2.28036549323011"
"Znf865","0.839847417840376","0.183333333333333","20","18","0.215408313979239"
"Septin11","0.839847417840376","0.183333333333333","20","18","0.675473933072224"
"Cdc42","0.839847417840376","0.183333333333333","24","10","0.20924905985495"
"Sorbs1","1","1","24","0","0.606825812008961"
"Ftl1","1","1","20","10","0.183682727704296"
"Ccnt2","1","1","20","16","0.347955048763572"
"Ptprf","0.839847417840376","0.183333333333333","24","8","1.14306901742332"
"Ppox","1","1","20","18","0.208004927089249"
"Cavin2","0.839847417840376","0.183333333333333","20","6","0.339087480651998"
"Fbxw11","1","1","20","0","0.744191551990081"
"Lsr","1","1","20","8","0.450420027500652"
"Polr3b","1","1","20","0","0.33833481524805"
"Gnb1","1","1","20","6","0.177658114092995"
"Tsr1","0.839847417840376","0.183333333333333","20","16","0.355786945743882"
"Acad9","1","0.611111111111111","20","6","0.918418081990392"
"Mre11","1","1","24","10","0.270365955059612"
"Capzb","1","1","20","18","0.137047548339979"
"Tial1","1","0.611111111111111","24","6","0.256920750100764"
"Magt1","1","1","20","12","0.130575577684838"
"Ssr4","1","1","20","4","0.307245960442923"
"Mcrs1","1","1","24","6","0.455753949005774"
"Rab1b","1","1","24","18","0.413920091305772"
"Nat8","1","0.611111111111111","20","14","0.0487015418758724"
"Prr12","1","1","24","18","0.280692810355847"
"Slco1a4","1","0.611111111111111","20","8","0.543057900547721"
"Rpl30","0.839847417840376","0.183333333333333","20","18","0.237540076891657"
"Znf22","1","1","24","10","0.16096851397404"
"Ctbp1","1","1","20","2","0.505632808250226"
"Nol7","1","1","20","16","0.170952860979132"
"Med16","1","1","20","16","0.245044540846869"
"Custos","1","1","20","18","0.205240025995249"
"Ogdh","1","1","20","6","0.259072429586317"
"Atp5pb","1","1","20","6","0.313526729124441"
"Nxt1","0.839847417840376","0.183333333333333","24","8","0.734379460964043"
"Picalm","1","1","20","2","0.246192618753179"
"Morc3","1","0.611111111111111","20","18","1.12108989363859"
"Med6","1","0.611111111111111","24","16","0.2810132056008"
"Acadl","1","0.611111111111111","20","0","0.935336895080867"
"Tmprss6","1","0.611111111111111","20","6","0.4893541302831"
"Slc33a1","1","1","20","18","0.0724682457652333"
"Suclg2","1","1","20","4","0.1142905705148"
"Snrpf","1","1","24","10","0.261262220734024"
"Nrde2","1","1","20","0","0.522771551863517"
"Mios","1","1","20","0","0.626154744248637"
"Itgb5","1","0.611111111111111","24","6","0.874476503720924"
"Srsf3","1","1","24","18","0.242520917731645"
"Rcc2","1","1","20","18","0.617571199257718"
"Zfhx2","0.839847417840376","0.183333333333333","20","18","2.26107401821212"
"Fmo2","1","1","20","2","0.450205322862142"
"Znf280c","1","0.611111111111111","24","4","0.299414529952374"
"Mbnl1","1","0.611111111111111","20","0","0.482841878175726"
"Rsrp1","0.606912637828668","0.0305555555555556","20","18","1.34205062835012"
"Srprb","1","1","20","4","0.273526733797811"
"Rpl27","1","0.611111111111111","20","0","0.177583078105395"
"Thrb","1","0.611111111111111","20","0","1.79831433940606"
"Mbd3","1","1","20","0","0.339794318163217"
"Mlxipl","1","1","20","16","0.619837157609058"
"Erap1","1","1","20","6","0.699719812760777"
"Utp11","1","0.611111111111111","20","18","0.233147996316021"
"Spta1","0.839847417840376","0.183333333333333","24","6","1.077869431542"
"Tex264","1","1","24","6","0.117843221900112"
"Rab6a","1","0.611111111111111","24","14","0.284455852578999"
"Eef1d","1","0.611111111111111","20","0","0.612692732650903"
"Rfc2","1","0.611111111111111","24","10","0.354799501500995"
"Exosc1","1","1","24","10","0.0212718625753171"
"Pals2","1","1","24","0","0.355248904368044"
"Ubac2","1","1","20","4","0.236520559372464"
"Nup42","1","1","20","10","0.215896860768621"
"Emc3","1","1","24","6","0.203214575201254"
"Nelfb","1","1","20","18","0.194022820912888"
"Aass","1","1","20","18","0.290917802241041"
"Atp5po","1","1","20","10","0.364109596584877"
"Fdft1","1","1","24","12","0.215881027485484"
"Masp1","1","1","20","0","0.420169713977136"
"Anxa2","0.839847417840376","0.183333333333333","24","10","0.734769715121319"
"Numb","1","1","20","16","0.51564506920832"
"Slc25a15","1","1","20","6","0.387818914970175"
"Atp1a4","1","1","20","8","0.294377348137579"
"Rpl23","1","1","20","18","0.159764937829002"
"Asxl2","1","1","20","18","1.16429246543163"
"Ints6l","1","1","20","2","1.76583406653861"
"Ppl","1","1","20","2","1.43782127581123"
"Riox1","0.839847417840376","0.183333333333333","20","8","0.778294108996603"
"Nr2c2","1","1","20","0","0.423260793979416"
"Rbm7","1","1","20","16","0.227128730776417"
"Vcam1","1","1","20","6","0.110663414982224"
"Rps27a","1","1","24","12","1.63026517632893"
"Kmt2e","1","1","20","2","1.41529652849176"
"Cux1_1","0.839847417840376","0.183333333333333","20","8","1.08233290324188"
"Rps5","1","1","24","18","0.0886507256412766"
"Stxbp3","1","1","20","8","0.203996836000945"
"Ap2m1","1","1","20","16","0.277362804969832"
"Homer2","1","0.611111111111111","24","22","0.404582233793608"
"Cct4","1","1","20","0","0.082483414827151"
"Adgre1","1","1","20","18","0.37260868251562"
"Nacc2","0.839847417840376","0.183333333333333","20","18","1.59809484141269"
"Med25","0.839847417840376","0.183333333333333","24","16","0.159582268675915"
"Anxa7","1","1","20","16","0.224502963151726"
"Capza2","0.839847417840376","0.183333333333333","20","6","0.778729433879344"
"Sec61a2","1","1","20","0","1.01304116247293"
"Plin5","0.839847417840376","0.183333333333333","20","18","5.66521487718681"
"Rprd1a","1","1","24","6","0.155164306066236"
"Ablim1","1","0.611111111111111","20","8","0.652239496971145"
"Nhp2","1","1","20","12","0.178539910636289"
"Rbm8a","0.839847417840376","0.183333333333333","24","20","0.207125248593876"
"Dlg1","1","1","24","2","0.242904652466479"
"Rpl26","1","0.611111111111111","24","18","0.141807783167054"
"Fads1","0.606912637828668","0.0305555555555556","20","8","0.252890260721264"
"Smarcb1","1","1","20","16","0.33579618134738"
"Zrsr2","1","0.611111111111111","24","18","1.40569553297558"
"Atl1","1","1","24","22","0.361751859587592"
"Erc1","1","0.611111111111111","20","2","1.17135084365707"
"Usp42","1","1","24","18","0.462966190467615"
"Tuba8","1","0.611111111111111","24","18","0.635216915165125"
"Hnrnpdl","1","1","20","0","0.289788365102457"
"Serpina1a","0.839847417840376","0.183333333333333","20","14","0.0995194039103316"
"Anxa4","0.839847417840376","0.183333333333333","24","8","0.590492620497107"
"Polr2h","1","1","20","16","0.25405110567064"
"Med8","1","1","20","16","0.510970706414462"
"Zc3hc1","1","1","20","0","0.778606365248549"
"Uqcrfs1","1","0.611111111111111","20","6","0.373938437553659"
"Pnkp","1","1","20","0","0.399313025321703"
"Alg14","1","0.611111111111111","20","14","0.0986572169337543"
"Cul5","1","1","24","12","0.344890263521511"
"Idh2","0.839847417840376","0.183333333333333","20","6","0.250460530611565"
"Tkt","0.839847417840376","0.183333333333333","20","8","0.391446165620419"
"Dhrs3","1","0.611111111111111","20","6","0.335528514353397"
"Bmi1","0.839847417840376","0.183333333333333","24","4","0.370438320914224"
"Foxa2","1","1","24","6","0.475223250824844"
"Cwc27","0.839847417840376","0.183333333333333","24","22","0.649644751454151"
"Anapc5","1","0.611111111111111","20","18","0.387366524725306"
"Akr1c6","1","1","20","0","0.943464326399049"
"Copg1","1","1","20","18","0.306538732841739"
"Arcn1","0.839847417840376","0.183333333333333","24","22","0.316659207106261"
"Angptl6","1","0.611111111111111","24","12","0.41733905796842"
"Slc25a20","1","1","20","6","0.193795644594713"
"Eif6","1","1","20","16","0.469548143928267"
"H6pd","1","0.611111111111111","20","4","0.384312412979502"
"Ubn1","0.606912637828668","0.0305555555555556","20","18","0.651440629057787"
"Ybx1","1","0.611111111111111","24","18","0.955453438255512"
"Riox2","1","1","24","18","0.332049322918281"
"Ldah","1","0.611111111111111","24","6","0.291516225146585"
"Cop1","0.606912637828668","0.0305555555555556","20","6","0.481307725648808"
"Rab8b","1","1","20","10","0.434349594883835"
"Gse1","1","1","20","0","2.25851329019048"
"Cul2","1","1","20","18","0.851764738182471"
"Flot2","0.839847417840376","0.183333333333333","24","6","0.295787825331428"
"Ifitm3","1","1","24","6","0.165510281449034"
"Aldh6a1","0.839847417840376","0.183333333333333","20","6","0.566605431510417"
"Sap30bp","0.606912637828668","0.0305555555555556","24","4","0.483374969174575"
"Cdh1","1","0.611111111111111","20","6","0.712717746743467"
"Tox4","1","1","20","2","0.207691684287151"
"Abhd3","1","1","24","6","0.177657439319308"
"Tfeb","1","1","20","4","1.17540432331698"
"Slc3a2","1","1","24","6","0.196745799286724"
"Rps11","1","1","24","18","0.0789039876217513"
"Tle4","1","0.611111111111111","20","18","2.92069839280612"
"Det1","0.839847417840376","0.183333333333333","20","6","0.380778710060223"
"Msl1","1","1","20","0","0.267954786601642"
"Maob","1","0.611111111111111","20","6","0.59182401892083"
"Men1","1","1","20","18","0.184545519137023"
"Dedd","1","1","24","6","0.483711087410019"
"Dnajc3","0.839847417840376","0.183333333333333","20","6","0.331638672772096"
"Scmh1","1","1","20","0","0.0532477193801388"
"Ccdc12","1","0.611111111111111","20","16","0.208711644486684"
"Psmd3","1","1","20","2","0.344754693134815"
"H3c1; H3c10; H3c11; H3c8","1","1","24","6","0.173972614333946"
"Aldh1a7","1","1","20","0","0.585867567115967"
"Cadm3","0.839847417840376","0.183333333333333","20","8","0.706219025640092"
"Csnk2a2","0.839847417840376","0.183333333333333","24","18","0.670979092237698"
"Dhx40","1","1","20","10","0.334573831483813"
"Septin2","1","0.611111111111111","20","18","0.64071906553491"
"Rab2a","0.606912637828668","0.0305555555555556","24","4","0.261981104814024"
"Zbtb17","1","1","20","0","0.630127064026391"
"Pnpla6","0.606912637828668","0.0305555555555556","20","2","0.161212083974689"
"Nkap","1","1","24","22","0.0991248951081245"
"Cenpc","0.839847417840376","0.183333333333333","20","6","0.479366132616297"
"Hspb1","0.839847417840376","0.183333333333333","24","18","0.549571904553958"
"Tdo2","0.606912637828668","0.0305555555555556","20","18","1.10123811497126"
"Atad3a","0.839847417840376","0.183333333333333","20","6","0.502679910962503"
"Taf6l","0.839847417840376","0.183333333333333","20","16","0.159907884937416"
"Dhrs7","1","1","24","6","0.0552241595255374"
"Sf3b6","1","1","24","0","0.115797079110939"
"Lama5","0.839847417840376","0.183333333333333","20","0","1.44686926832455"
"Serpina1b","1","0.611111111111111","20","4","0.693176377334868"
"Cct6a","1","1","20","2","0.67477550792691"
"Bdh1","1","0.611111111111111","20","6","0.389321615777148"
"Mbd1","1","1","20","18","0.409797150291709"
"Msl3","1","1","24","6","0.277503333709232"
"Dsc2","1","1","20","10","1.0142559003394"
"Esco1","0.839847417840376","0.183333333333333","20","8","0.495463831376096"
"Taf11","1","1","20","18","0.17983791165646"
"Rab21","1","0.611111111111111","20","14","0.238750312174141"
"Kdm1b","1","1","20","0","0.583514396992115"
"Nmt1","1","1","24","6","0.253321796654932"
"H3-3a; H3-3b","1","1","24","18","0.76279975566151"
"Phf10","1","1","20","0","0.409820226619653"
"Kdm3b","0.606912637828668","0.0305555555555556","20","18","0.809885985945304"
"Slc67a1","1","1","24","4","0.131250312585385"
"Rpl36","1","0.611111111111111","20","16","0.229336224083068"
"Enpp1","0.839847417840376","0.183333333333333","24","6","0.420040367948231"
"Cwc25","1","1","20","10","0.21017746272326"
"Rps6","1","1","24","22","0.260883624200597"
"Ppp4r3a","1","1","20","2","1.07329438096855"
"Dnaja2","1","0.611111111111111","20","18","0.765748946489924"
"Gtf2ird1","1","0.611111111111111","20","0","1.61911609766999"
"Rfc5","1","1","20","10","0.31140669452623"
"Phf1","1","1","24","6","0.196123447449149"
"Tbx3","1","0.611111111111111","20","18","1.1634512870296"
"Htatip2","1","1","24","6","0.224888933988193"
"Csnk2b","1","1","20","0","0.223770447850833"
"Dgat1","1","1","20","10","0.199347406844423"
"Polr2i","1","1","24","0","0.192842474887991"
"Nelfa","1","1","24","6","0.153886903807936"
"Pah","1","1","20","0","0.193855203106597"
"Hmgcs2","1","1","24","6","0.296060305829079"
"Lclat1","1","1","24","12","0.173352269317513"
"Chp1","0.839847417840376","0.183333333333333","24","0","0.302575904587677"
"Pdia6","1","1","20","6","0.522353808596524"
"Oplah","0.839847417840376","0.183333333333333","20","18","3.32874515087393"
"Mlf2","1","0.611111111111111","20","18","0.418872185166961"
"Erp44","1","1","24","0","0.147912221189164"
"Nr5a2","0.839847417840376","0.183333333333333","20","18","0.415257335196344"
"Trim56","1","0.611111111111111","20","16","0.829904701908484"
"Tubb6","0.606912637828668","0.0305555555555556","24","16","1.98834829397785"
"Zbtb1","0.606912637828668","0.0305555555555556","20","18","0.939623542531334"
"Eif2s3y","1","1","24","6","1.1011827291097"
"Naxd","0.839847417840376","0.183333333333333","20","8","0.287479263463856"
"Srek1","1","0.611111111111111","24","6","0.231821370381652"
"Dcn","1","0.611111111111111","24","6","0.497819606050838"
"Otud3","1","1","24","6","0.56183464518421"
"Slc22a1","1","1","20","8","0.314329192605445"
"Nr2f2","1","1","24","18","1.13703965459715"
"Psmd11","0.839847417840376","0.183333333333333","24","6","0.427026796805103"
"Nxt2","0.839847417840376","0.183333333333333","20","8","1.58456703309762"
"Tmem120a","1","1","24","6","0.518276571134644"
"Sox5","1","0.611111111111111","20","18","1.74166323714601"
"Adpgk","1","1","24","12","0.0809382885210816"
"Slc25a4","1","1","20","0","0.253086317052605"
"Acsl4","1","1","20","8","0.302672237339498"
"Reep4","1","0.611111111111111","24","10","0.0570788615847357"
"Dcaf5","0.839847417840376","0.183333333333333","20","18","2.79148395402301"
"Znf518a","0.839847417840376","0.183333333333333","20","18","1.26839394299075"
"Gnai3","1","1","20","2","0.400419340596093"
"Tpi1","0.839847417840376","0.183333333333333","24","8","0.557381478839926"
"Adh1","0.839847417840376","0.183333333333333","20","4","0.236460139290361"
"rp9","1","1","24","0","0.126940070732835"
"Rab27a","1","1","24","6","0.275224094869537"
"Bnip1","1","0.611111111111111","20","14","0.0526288601842333"
"Abca8b","1","1","20","8","1.09782534561808"
"Rbpj","1","1","20","18","0.428379817597396"
"Psmd1","1","1","20","2","0.344843058574731"
"Phf6","1","1","20","0","0.777887820195225"
"Foxa1","1","0.611111111111111","24","6","1.71355396393628"
"Cbx5","0.606912637828668","0.0305555555555556","20","6","0.329923519667072"
"Kif5b","1","1","20","0","0.763201846209068"
"Nherf1","0.839847417840376","0.183333333333333","20","6","0.366573977325107"
"Rdh14","1","0.611111111111111","20","6","0.404057770272795"
"Smpd2","1","1","20","6","0.0841485604861177"
"Cct7","0.606912637828668","0.0305555555555556","24","2","0.664538134283299"
"Top1mt","1","1","20","2","2.20963769382619"
"Zbtb44","1","1","20","2","0.553773790956645"
"Cpeb4","0.839847417840376","0.183333333333333","24","16","0.42401994313157"
"Flot1","1","1","20","16","0.118904318928818"
"Pnpla7","1","1","20","18","0.152508777068466"
"Nucks1","0.839847417840376","0.183333333333333","24","6","0.389394914147845"
"Pla2g6","1","1","20","18","0.715695421802841"
