"CycID","JTK_pvalue","JTK_BH.Q","JTK_period","JTK_adjphase","JTK_amplitude","meta2d_Base","meta2d_AMP","meta2d_rAMP"
"Wapl","0.611111111111111","1","20","0","0.197122880089786","2.70769080955904","0.192647374088854","0.0711482172959871"
"Nsd1","0.611111111111111","1","24","4","0.284595048369137","2.02139478155181","0.254805729400921","0.126054411402659"
"Wdr43","1","1","20","18","0.115599919829689","6.94916003652772","0.0495393821654488","0.00712883023344533"
"Hnrnpk","1","1","20","2","0.182631128832457","7.7273062596872","0.242935880235597","0.0314386245441022"
"Atp13a1","0.183333333333333","0.839847417840376","20","14","0.167954848064848","4.60839398759183","0.149799397482505","0.032505770532173"
"Tmpo_1","1","1","20","10","0.14411487966249","7.0095195172691","0.0903973754998216","0.0128963726082955"
"Vcl","0.611111111111111","1","20","4","0.293615319423484","2.95182867604644","0.357795088681881","0.12121133302394"
"Sin3a","1","1","20","2","0.153342561218429","4.09488103135435","0.0713656009875983","0.0174280035100298"
"Syncrip","1","1","20","0","0.457494577533871","5.74185307282464","0.412589083844506","0.0718564335610103"
"Des","1","1","24","10","0.130603255324306","4.52027204720247","0.0870294814360353","0.0192531512544464"
"Wdr46","1","1","20","18","0.293807997100073","6.11894252348885","0.228803270911092","0.0373926164582823"
"Chd7","0.183333333333333","0.839847417840376","20","18","0.748324583165651","0.5709267627992","0.760781518861533","0.760781518861533"
"Cyp2c50","0.611111111111111","1","24","8","0.107996697597981","2.56903256186386","0.122114810026722","0.0475333835154377"
"Cyp2f2","1","1","24","6","0.194189331194569","8.00152547563674","0.139319439725041","0.0174116098423038"
"Pcbp1","1","1","20","16","0.145392589811351","6.61953743053689","0.187675485280861","0.028351752256145"
"Hsp90b1","1","1","20","0","0.334696038738891","4.44701508937928","0.284894976891091","0.0640643153137708"
"Mfap1b","0.0305555555555556","0.606912637828668","24","16","0.112436873713357","6.18341935610696","0.105585373399877","0.0170755640721015"
"Hsd17b4","1","1","20","18","0.169582237624751","6.13483325566132","0.110435738626786","0.0180014246556537"
