"CycID","JTK_pvalue","JTK_BH.Q","JTK_period","JTK_adjphase","JTK_amplitude","meta2d_Base","meta2d_AMP","meta2d_rAMP"
"Adarb1","0.183333333333333","0.839847417840376","20","0","0.110971063621223","2.57000300717004","0.201410848614199","0.0783698883045208"
"Polr1g","0.611111111111111","1","20","16","0.343072231285788","2.63933030256493","0.277543606957269","0.105156829627406"
"Nop9","1","1","20","16","0.244373785659372","2.76277394673024","0.278118318417164","0.100666331657832"
"Kpna1","1","1","20","4","0.0603849928329436","5.16641449184114","0.0552495870525046","0.010693990414388"
"Dtx3l","1","1","20","16","0.215246497832095","1.01050117600321","0.296458496440752","0.293377685727513"
"Clcc1","0.611111111111111","1","24","8","0.0505332942469591","2.62307149784427","0.0692825146060982","0.0264127434814632"
"Emg1","1","1","20","18","0.0498080282770594","4.60911217656495","0.0471959914167969","0.0102397142028274"
"Abca1","1","1","20","10","0.274002218313069","-0.155854379821708","0.0922243774699157","0.0922243774699157"
"Napa","1","1","24","12","0.102131131663886","2.27118463428577","0.105358704261985","0.046389317130581"
"Bud31","1","1","24","10","0.200791860695058","3.70577389920072","0.100523766982892","0.0271262547897414"
"Prpf38a","1","1","20","16","0.105314746202623","6.03422473643569","0.100272575218514","0.0166173087013235"
"Phc3","1","1","20","18","0.420819198285078","1.54223945374904","0.347397701074605","0.225255358517844"
"Anapc7","0.183333333333333","0.839847417840376","20","18","0.57063745106864","1.51019377199479","0.552215112402096","0.365658449029811"
"Ddost","0.0305555555555556","0.606912637828668","24","8","0.18326646238455","6.51400017366737","0.275295398852028","0.0422621110703835"
"Rcc1","1","1","24","10","0.1553473980886","4.57671378035427","0.0639466293763989","0.0139721713974976"
"Pi4ka","1","1","20","8","0.310240577545525","-0.320493987790623","0.0650838680870986","0.0650838680870986"
"Arfgap2","0.183333333333333","0.839847417840376","24","18","0.501594563626337","1.47453604762324","0.706507289371244","0.479138702990709"
"Gtf2i","0.611111111111111","1","20","0","1.07801789143664","0.808846861573679","0.631415346742289","0.631415346742289"
"Ces1d","0.183333333333333","0.839847417840376","20","4","0.282021504396455","3.10724656688809","0.783580474576329","0.252178402231235"
"Eif4a1","1","1","20","18","0.385947686225475","-0.436008252089397","0.15417681261209","0.15417681261209"
"Vrk1","1","1","24","6","0.226721014790977","2.41520309404872","0.115906027124751","0.047990178304406"
"Tubb4b","0.611111111111111","1","24","18","0.42543895504974","2.0644720689245","0.0109322336915217","0.00529541370700983"
"U2af1","1","1","24","18","0.370857745765455","4.27386094469186","0.192955026224433","0.0451477080610411"
"Ptprd","0.611111111111111","1","20","6","0.757300690741831","-1.34175429057644","0.953625574124573","0.710730407811762"
"Aldh2","0.611111111111111","1","20","6","0.209912421207224","2.5808346507985","0.156623141875078","0.0606870114002147"
"Alcam","1","1","20","8","0.169348128782764","1.67324012240068","0.141744473316869","0.084712571387244"
"Golga5","1","1","20","10","0.575220136480593","0.918316748639328","0.339947282206364","0.339947282206364"
"Senp2","1","1","24","6","0.156324754600413","1.31332223823108","0.0440821029571973","0.0335653365746489"
"Snrpa","1","1","20","0","0.144366967884951","5.58375007837171","0.0757246698473167","0.013561615184145"
"Rdh7","1","1","24","0","0.215125963323627","5.50140550097265","0.176406057256515","0.0320656343593153"
"Ndrg2","0.183333333333333","0.839847417840376","20","6","0.376721659177524","3.34056854472969","0.461548577465985","0.138164678043848"
"Cyp4f14","1","1","20","18","0.0745350059766304","3.93294347357664","0.0716098754844651","0.0182077052379659"
"Dock2","0.611111111111111","1","20","16","0.437648177107746","-0.314398240560441","0.518731626478905","0.518731626478905"
"Clock","0.0305555555555556","0.606912637828668","24","8","0.676857890692797","1.89282633459508","0.930485838410143","0.491585425141073"
"Actr8","1","1","20","0","0.398526302078442","2.14122465437808","0.23944212690077","0.11182485051776"
"Med4","1","1","24","18","0.188585285406286","1.61584837203034","0.0100568825016485","0.00622390236344505"
"Abhd16a","1","1","24","10","0.202504840585128","1.9885437976269","0.143077986147906","0.0719511364641069"
"Krr1","1","1","24","6","0.260264043561496","5.05315524934594","0.109175009748938","0.0216053147710174"
"Csnk1d","1","1","20","18","0.141696756264528","2.36072381408456","0.0591097334221535","0.0250388177852457"
"Parp9","1","1","20","16","0.575932982919282","1.63225625035219","0.660849937204115","0.404868988592646"
"Plbd1","1","1","20","18","0.0640621895648024","3.0689777342501","0.0573155303815557","0.0186757726333132"
"Cct3","1","1","24","6","0.645973096812973","-0.0311154903319509","0.111756765648019","0.111756765648019"
"Cpt1a","1","1","20","4","0.107024050665496","2.58153005436841","0.0861900221655959","0.0333871852546311"
"Hsd17b6","0.611111111111111","1","20","8","0.671182119139164","3.19541825273846","0.505125371982153","0.158078014215905"
"Ppp2r1a","1","1","24","18","0.069925949444155","3.64288486560943","0.000802949368706596","0.000220415796361511"
"Snrnp27","1","1","20","2","0.027052181116933","3.83683794902763","0.0149353740477743","0.00389262571059571"
"Top2a","1","1","20","18","0.8363141301921","-1.6468975655969","0.196702462409061","0.119438188821275"
"Emd","0.611111111111111","1","24","10","0.144970660611542","3.5363620021809","0.176574379518713","0.0499310815492922"
"Uox","0.183333333333333","0.839847417840376","20","4","0.278238260429574","4.28650489100517","0.423691177179337","0.0988430406479679"
"Parn","1","1","24","18","0.132292056841513","2.74592803375127","0.00446283671117694","0.00162525625446933"
"Rfc3","0.611111111111111","1","24","8","0.133797471276825","2.32965451460489","0.151045827849057","0.0648361492668254"
"Tmem43","1","1","24","6","0.335670044311386","3.19477024107941","0.184175814299286","0.0576491579679481"
"Cpsf7","1","1","20","16","0.129898553941964","4.05962900377366","0.16379206897772","0.0403465609358555"
"Polr1f","0.611111111111111","1","20","16","0.630483096432341","2.20271851593723","0.59781979629122","0.271400903912979"
"Ash2l","1","1","20","18","0.243337197211916","0.860676009936454","0.233597896915656","0.233597896915656"
"Tcea3","0.183333333333333","0.839847417840376","24","4","0.492978441827553","2.84147782842853","0.686428466900478","0.241574458203711"
"Nop53","0.183333333333333","0.839847417840376","24","18","0.396990176341531","3.20303792790033","0.370098458550441","0.115546074346066"
"Itga1","0.183333333333333","0.839847417840376","24","6","0.74107232231136","1.55707387821176","0.529853679285087","0.340288079261598"
"Mprip","1","1","20","8","0.908327659325957","-1.10246267530009","0.466212247975443","0.422882568653438"
"Gcdh","0.183333333333333","0.839847417840376","24","4","0.607236052996233","2.53722267746602","0.345769733056659","0.136278828077474"
"Tbl1x","1","1","20","0","0.756577672341096","0.672358460882192","0.573643405222783","0.573643405222783"
"Med24","1","1","24","12","0.184084270802028","1.98672801024889","0.147467304951221","0.0742262172730663"
"Zscan21","0.611111111111111","1","24","8","0.207064251610931","-0.290499195282543","0.209272507183891","0.209272507183891"
"Lrrc59","1","1","20","4","0.291729119636612","5.61083715732829","0.0817989223410288","0.0145787375479596"
"Rexo1","1","1","20","18","0.149583607863792","0.586928104691493","0.354279334034689","0.354279334034689"
"Vapa","0.183333333333333","0.839847417840376","20","14","0.185793328554497","3.72071026746544","0.151849188588584","0.0408118820528382"
"Eprs1","0.611111111111111","1","24","16","0.431911112203621","-0.242280717144939","0.239795252908339","0.239795252908339"
"Pnisr","1","1","20","16","0.118747009236888","2.93394485676433","0.131203828714117","0.0447192551733277"
"Alg9","0.611111111111111","1","24","8","0.192054881219302","1.56671478225996","0.244028284178886","0.155757950931489"
"Tbl1xr1","1","1","20","18","0.616397842616084","0.185277124946446","0.499435061167259","0.499435061167259"
"Hnrnpa0","1","1","20","0","0.367789788963938","4.38137840656566","0.225121693756422","0.0513814769842907"
"Dpf2","1","1","20","16","0.31493189714691","1.06461740630516","0.382011265145274","0.358824928920778"
"Myl9","1","1","20","4","0.566768991167097","-1.59538929927395","0.153559038024475","0.0962517663208336"
"Srp54","1","1","20","4","0.394069004155692","1.75989047757967","0.0632793491379484","0.0359564131655367"
"Phf8","1","1","20","0","0.288833904014575","0.598203327095538","0.213963542895841","0.213963542895841"
"Decr1","1","1","20","2","0.638021035987333","4.88136066826563","0.346131626173708","0.0709088407304045"
"H2bu2","1","1","20","12","0.493634162901046","-3.89762195040036","0.251168511256121","0.0644414759698079"
"Tmx4","1","1","24","12","0.126297936795849","3.08487589780315","0.106834785431794","0.0346317936186265"
"Shmt2","1","1","20","2","0.663346101002996","2.1032408295805","0.511647590623403","0.243266288590191"
"Abcc3","1","1","20","10","0.358670683306649","1.01164093993191","0.0500660082139956","0.0494898992693645"
"Asgr1","0.183333333333333","0.839847417840376","20","2","0.062636354622323","2.87627974716999","0.187718343445317","0.0652642857948764"
"Atxn1","0.611111111111111","1","20","18","1.74913609433334","-0.431317626873138","1.63702158438213","1.63702158438213"
"Erlin2","0.183333333333333","0.839847417840376","20","8","0.126968208349468","3.75492073334582","0.215492598379271","0.0573893868026493"
"Prodh","1","1","20","6","0.451069080091331","1.23719356592289","0.390892957230303","0.315951333725789"
"Dnajb12","1","1","20","0","0.330819096671202","3.18711957540922","0.426888013237088","0.1339416369975"
"Eif4g1","1","1","20","18","0.270893587354264","1.39158593849795","0.154972343549558","0.11136383263317"
"Zfhx4","1","1","20","0","0.939152736444142","-2.60306834011072","0.599624458983979","0.230352945308564"
"Crebbp","1","1","24","6","0.657266755758588","-2.40295198980844","0.369873918168162","0.15392480571268"
"Fyttd1","0.611111111111111","1","20","4","0.0577153821773464","4.92503161667074","0.103403304251437","0.0209954599888105"
"Nacc1","0.183333333333333","0.839847417840376","20","18","1.34657167647386","1.56670788104719","1.23313640544515","0.787087637946213"
"Adar","0.183333333333333","0.839847417840376","20","18","0.566969306274861","0.79749978127713","0.688570423365803","0.688570423365803"
"Tpm1","1","1","20","18","2.77335651744587","-5.01822451474269","1.17657944927249","0.234461301166558"
"Mylk","0.0305555555555556","0.606912637828668","24","2","1.31939124354963","-1.02438369328737","1.59044547664193","1.55258765544968"
"Ermp1","1","1","24","6","0.0462413007307361","3.60272211223852","0.0568925853261337","0.0157915552611922"
"Cp","0.183333333333333","0.839847417840376","24","6","0.167135773272258","-0.0798253683661414","0.146990293134699","0.146990293134699"
"Ccdc9","0.183333333333333","0.839847417840376","24","18","0.322388575157405","2.76149495532319","0.478633974800102","0.173324225661707"
"Krt10","1","1","20","6","2.47533569085117","-6.51788737426323","2.09559623318683","0.321514643143663"
"Bend3","0.611111111111111","1","20","18","0.399186464255205","-0.124078420022913","0.957893412109383","0.957893412109383"
"Abcd3","1","1","20","8","0.313652009039465","2.82134544454165","0.194634345707654","0.0689863575848911"
"Apoa1","1","1","20","4","0.314811436338181","3.04198084562651","0.182403328894747","0.059962024138643"
"Acox1","0.183333333333333","0.839847417840376","24","2","0.400436493063004","1.90731582128653","0.415330698124323","0.217756647058154"
"Fbxo11","0.0305555555555556","0.606912637828668","20","16","0.140222056985785","2.10598414181742","0.232820222960789","0.110551745541573"
"Rcor1","1","1","20","0","0.539388735731504","1.27295928700981","0.39799888205367","0.312656411022047"
"Rab5a","0.183333333333333","0.839847417840376","24","14","0.307269386276214","0.924943369539329","0.332309132379831","0.332309132379831"
"Kdm6a","1","1","20","18","0.201741444480955","0.24831903938727","0.281371172006172","0.281371172006172"
"Pcbp3","0.183333333333333","0.839847417840376","20","18","0.280919980785533","-3.11266160032309","0.251574525888027","0.0808229606012788"
"Zmym3","1","1","20","16","0.307712228441451","1.42617501507322","0.445383040093221","0.312291994591109"
"Stt3b","1","1","20","18","0.151201524278118","3.59686371702192","0.0536642610754235","0.0149197371091546"
"Wdr55","1","1","20","10","0.15338226403993","3.60991427664202","0.0988941273686995","0.027395145643373"
"Rab14","1","1","20","10","0.0874112388689689","3.39667718782079","0.0463702473297224","0.0136516497640661"
"Ring1","1","1","24","6","0.224771062021182","2.05167052639987","0.121698846184384","0.0593169539740538"
"Med27","0.183333333333333","0.839847417840376","24","16","0.13994557696623","2.30910409406285","0.144476682620159","0.0625682848129871"
"Hnrnpab","0.611111111111111","1","20","0","0.727778408433909","3.31647397099252","0.555146641041733","0.167390622057436"
"Dysf","0.183333333333333","0.839847417840376","24","8","0.169025783889412","0.966935835049878","0.209082877367436","0.209082877367436"
"Rtf2","0.183333333333333","0.839847417840376","20","18","0.365288658470278","1.59114448193184","0.346073053271404","0.217499452250388"
"Sdhb","0.0305555555555556","0.606912637828668","20","4","0.308186721646385","2.40057648877748","0.423097873201866","0.176248444979703"
"Hnrnpd","1","1","20","0","0.536381128952728","2.79278768455598","0.31542663889013","0.112943293410533"
"Snip1","1","1","20","8","0.160476223382482","1.25838765616573","0.0178757301460548","0.0142052650139001"
"H1-2","1","1","24","10","0.206030345191895","7.91264854583051","0.172436559752175","0.0217925210191521"
"Rpl13","0.611111111111111","1","20","18","0.237792044946081","6.5382241675437","0.159865408457844","0.0244508913064543"
"Ap2a2","0.611111111111111","1","20","2","0.344504731169618","1.38478436826428","0.380219887054642","0.274569742241688"
"Cbx8","1","1","20","0","0.30388695495084","2.47925087780956","0.198133478567007","0.0799166717416108"
"Luc7l3","0.183333333333333","0.839847417840376","20","18","0.161639409582874","3.19024814039421","0.178566020591002","0.0559724550357193"
"Zrsr2-ps1","1","1","20","14","0.419159947451163","0.896883361206034","0.245577307210469","0.245577307210469"
"Kdm2b","0.611111111111111","1","24","2","0.0868622228377274","0.241607434765034","0.175196466576457","0.175196466576457"
"Lamb2","1","1","20","18","0.345123129443887","-2.82272272644944","0.648305972625108","0.229673983402748"
"Csnk2a1","0.611111111111111","1","20","18","0.147985227419384","3.00347329302692","0.184687811086852","0.0614914111324502"
"Cul4a","0.183333333333333","0.839847417840376","24","6","0.413665260032795","0.335775836235147","0.0513006751709255","0.0513006751709255"
"Prkcsh","1","1","20","0","0.332974501487951","1.20989376968678","0.199436792284277","0.164838267028937"
"Sap130","1","1","20","2","0.201848637893052","1.5855921882936","0.106695399382672","0.0672905682623832"
"Ccdc124","1","1","24","6","0.301406501782131","2.55141032133109","0.0408068304955348","0.015993832961468"
"Thoc7","1","1","20","0","0.158520035761103","3.8667006416149","0.054372999055772","0.0140618589581487"
"Imp3","1","1","20","18","0.251333080664241","5.16173962996411","0.131448255017676","0.0254658825204226"
"Cebpb","0.183333333333333","0.839847417840376","20","16","0.923348698341724","3.51875601075534","1.13687531935596","0.32309012499901"
"Tubb5","0.183333333333333","0.839847417840376","20","14","0.457316195965633","0.23087924391552","0.429221112000502","0.429221112000502"
"Cttn","1","1","24","18","0.348750595475636","0.602630356421355","0.215466429242693","0.215466429242693"
"Prr14","0.611111111111111","1","24","10","0.151573353052903","2.25022406943546","0.206365313422615","0.0917087841276128"
"Akap17b","1","1","20","12","0.260312344234031","1.67995903149489","0.0582587572074056","0.0346786773458188"
"Hspd1","0.0305555555555556","0.606912637828668","24","4","0.43552028490144","1.20431135298666","0.544776888391182","0.452355520057294"
"Nosip","0.183333333333333","0.839847417840376","20","18","1.36111168282074","2.15230199628385","1.20566669843008","0.560175431009114"
"Nsun5","0.183333333333333","0.839847417840376","20","16","0.198142525149673","1.95400307697164","0.319076412106465","0.163293710161899"
"Eed","1","1","20","0","0.234887251534012","1.77289109492746","0.00512240816452558","0.00288929657280228"
"Nom1","1","1","24","18","0.243768409391036","2.43663920376245","0.0939249127195611","0.0385469102584126"
"Sptlc2","1","1","24","12","0.132068156786419","2.0753625889145","0.0702508241398683","0.0338499038746826"
"Kat7","1","1","20","0","0.322496430680247","1.72530879144688","0.119691140494972","0.069373749840222"
"Anapc1","1","1","20","0","0.60737199869947","0.725129017340447","0.417471089520508","0.417471089520508"
"Taf2","0.611111111111111","1","24","0","0.423954198456997","0.954438925574416","0.371352261983523","0.371352261983523"
"Atp2b1","0.183333333333333","0.839847417840376","20","6","0.713899841122006","0.026820770518777","0.80853403798703","0.80853403798703"
"Myo1d","0.611111111111111","1","20","6","0.383975310598853","0.349242298531013","0.611236787642103","0.611236787642103"
"Asl","0.183333333333333","0.839847417840376","20","6","0.307555400205003","2.08276678669603","0.389305073501512","0.186917266008011"
"Nsdhl","1","1","20","12","0.187167790772791","4.44030446246402","0.156780723708851","0.0353085526080907"
"Nfx1","0.183333333333333","0.839847417840376","20","16","1.00537224175691","-0.852939439916627","1.11154927330825","1.11154927330825"
"Frg1","1","1","20","18","0.0513247130005393","2.75451852290881","0.0558565912958317","0.0202781687003674"
"Prph","1","1","20","16","0.287227458436767","3.67539102674014","0.226819817520014","0.061713111848453"
"Baiap2","1","1","20","4","0.225958298730115","1.05176371251314","0.155590322141885","0.147932772628284"
"Tmed2","1","1","20","10","0.117370996629856","4.80296412714044","0.0925672173808598","0.0192729354062388"
"Parp3","1","1","20","18","1.27677774262446","0.562172060753268","1.0282136093494","1.0282136093494"
"Arglu1","1","1","20","10","0.149692107561658","6.57198882608453","0.0417610355866195","0.00635439844645931"
"Rpl10a","1","1","20","16","0.180185964668633","5.80434667874927","0.223745404999876","0.0385479051103282"
"Phf14","1","1","20","0","0.285918078279614","0.640885813040049","0.175282286394501","0.175282286394501"
"Hsp90aa1","0.183333333333333","0.839847417840376","20","4","0.202355746016638","-0.00930423671493743","0.317095636107749","0.317095636107749"
"Ahdc1","0.183333333333333","0.839847417840376","24","18","0.302955217484846","1.56608783642432","0.266688886675973","0.17028986527657"
"Col1a1","1","1","20","0","1.33560174906049","0.626409050454125","0.685726597068755","0.685726597068755"
"Abcf2","1","1","24","6","0.164960842466297","0.953389895450248","0.642352101288774","0.642352101288774"
"Taf9","1","1","20","18","0.129180506132018","2.75050613061616","0.0615071615052867","0.0223621248542747"
"Cpsf6","1","1","20","0","0.381667791634395","2.02950570338203","0.338900853884742","0.166986894059961"
"Exosc6","1","1","20","10","0.132938634593522","4.46588604891062","0.00659335698177321","0.00147638271768747"
"Uimc1","0.611111111111111","1","20","0","0.645108841412022","-0.155526955564833","0.48583904585273","0.48583904585273"
"Fsaf1","0.611111111111111","1","20","0","0.100568308418173","3.37361416162384","0.16354768715594","0.0484784801464131"
"Prodh2","1","1","20","6","0.18868904046766","1.30012552180893","0.22666014961726","0.174337128081215"
"Ufsp2","1","1","24","6","0.180294424316066","2.09582798079708","0.132147690282161","0.0630527369101649"
"Ces1f","0.0305555555555556","0.606912637828668","20","4","0.279912453383206","1.30069789764545","0.87755800379527","0.6746824188644"
"Ptgis","1","1","20","0","0.127743939960639","1.9201340925504","0.00580050024602079","0.00302088290006681"
"Ccnk","1","1","20","8","0.0716624190319733","3.17910993628225","0.0268757638876691","0.00845386426588896"
"Isg20l2","1","1","20","10","0.288081474393214","1.7418383074665","0.170369777333227","0.0978103286642197"
"Cyp4a10","1","1","24","0","0.201178393124363","1.98915801486224","0.0167990949150677","0.00844532952613676"
"Atp1b3","1","1","20","6","0.155695665622517","2.9661528600722","0.238871005762702","0.0805322641925096"
"Prdx1","1","1","24","6","0.0673166077477518","3.61690852474412","0.0659343476075606","0.0182294761276069"
"Pigt","1","1","20","18","0.0571902095311421","2.49163348557683","0.00661876010643826","0.00265639394588003"
"Uggt1","0.0305555555555556","0.606912637828668","20","4","0.382468725754272","0.333495283438977","0.53482243266783","0.53482243266783"
"Tmtc3","1","1","24","6","0.155709533683956","1.64966894481087","0.160758953827095","0.0974492211499597"
"Nfia","1","1","20","0","0.300683365237539","2.05926423027457","0.134794662884078","0.0654576818760676"
"Yeats2","0.183333333333333","0.839847417840376","24","22","0.302285949097628","0.188787299931171","0.333076930780189","0.333076930780189"
"Zc3hav1","1","1","24","18","0.745319701573877","0.589981065305056","0.767981356330454","0.767981356330454"
"Erlec1","0.611111111111111","1","24","22","0.133268631137967","1.38973433786804","0.128374493697205","0.0923734056209201"
"Tecr","1","1","20","10","0.204029252079664","6.06599657571586","0.0990731653939437","0.0163325455524597"
"Zzz3","1","1","20","0","0.22795816709018","0.42081894729563","0.00291846963163579","0.00291846963163579"
"Tjp1","0.611111111111111","1","20","4","0.496391160534742","-0.364653866421791","0.661773121135281","0.661773121135281"
"Esrra","1","1","20","0","0.296106342309905","3.9253010425433e-05","0.0854419352408166","0.0854419352408166"
"Phb2","0.183333333333333","0.839847417840376","24","4","0.29648849582528","2.52652559446624","0.156049239218191","0.061764361128967"
"Arid4a","0.611111111111111","1","24","2","0.517793566255545","-0.552117671472397","0.39786958828988","0.39786958828988"
"Myof","0.183333333333333","0.839847417840376","24","4","1.02533013326039","-2.96028127502221","1.23763516405841","0.418080259636518"
"Cse1l","0.0305555555555556","0.606912637828668","24","22","1.05634530264475","2.17944621137787","1.33736421821629","0.613625705114692"
"Ambra1","0.611111111111111","1","20","16","3.14320139603192","0.0541032785206291","3.47904455708575","3.47904455708575"
"Got2","0.183333333333333","0.839847417840376","24","18","0.440439176550475","2.93464377988333","0.216137107679172","0.073650202167898"
"Snrpc","1","1","20","0","0.166904626865464","5.78990739902333","0.0742177692398868","0.0128184725808234"
"Cdc27","1","1","20","0","0.807089290108711","0.516283741631757","0.586197488132436","0.586197488132436"
"Preb","1","1","24","6","0.0966859704529041","4.00573164121891","0.0369514238090792","0.00922463787360332"
"Fus","1","1","20","8","0.26703994412621","5.05880609076561","0.0945758279701054","0.0186952862539533"
"Slc27a5","1","1","24","22","0.0799564028228636","6.70553133907598","0.035209491488899","0.00525081305395119"
"Rbm45","1","1","24","18","0.629234050769597","1.46233814274762","0.150455350724056","0.102886840140381"
"Esrp2","0.611111111111111","1","20","18","0.507650599284585","2.52834509642532","0.764071760453229","0.302202322591764"
"Retsat","1","1","24","6","0.0737502416060229","3.17340086770237","0.125402428915621","0.0395167311485661"
"Pkp2","1","1","20","16","0.290966930841731","1.01261144941842","0.216314040485275","0.213619982876464"
"Faf2","0.611111111111111","1","24","8","0.050823588236398","2.77842541658234","0.180540330359897","0.064979368991655"
"Grn","1","1","24","6","0.893953528813982","1.01980766939999","0.150481276110944","0.147558486395264"
"Cyb5a","1","1","20","10","0.134501252082082","8.42713489650316","0.0777008035000125","0.0092203108712849"
"Mdc1","0.611111111111111","1","20","12","0.595314267376005","1.52020284290023","1.05911779691255","0.696695050834119"
"Znf830","1","1","20","0","0.211893416613087","1.62918265954555","0.15632079113916","0.0959504388432197"
"Hyou1","1","1","20","6","0.485288798251813","0.513871234289187","0.382500686701187","0.382500686701187"
"Dhx36","0.611111111111111","1","20","18","0.435526508319001","0.119822293188709","0.552382996405522","0.552382996405522"
"Ap2a1","1","1","20","2","0.228889204413218","0.417040764831661","0.111623008945615","0.111623008945615"
"Gstm1","0.183333333333333","0.839847417840376","20","8","0.385668584074751","3.15689260412676","0.295697831924867","0.0936673713696577"
"Bag5","1","1","20","18","0.214156283497513","2.04590026678872","0.103059383731635","0.0503736107788865"
"Hspa4","0.611111111111111","1","24","6","0.480212129903603","-0.607931609066785","0.19426623751269","0.19426623751269"
"Clptm1","1","1","24","6","0.0849035726257255","2.76353968537708","0.0116998983722801","0.00423366396154493"
"Fads2","1","1","20","10","0.124430508185514","3.01759302257443","0.00182160278087387","0.00060366085394769"
"Slc38a3","1","1","20","10","0.311939986625893","3.26185510882404","0.205651973139973","0.0630475500225743"
"Pphln1","0.183333333333333","0.839847417840376","24","14","0.123958465912592","2.75896476845441","0.147506450626361","0.053464419811709"
"Col18a1","1","1","24","6","0.72602299008417","1.25768358984217","0.324798653363542","0.258251483908048"
"Prxl2a","0.611111111111111","1","20","8","0.120756426155406","3.75329781732137","0.0919256116713474","0.0244919577783338"
"Ran","0.183333333333333","0.839847417840376","24","10","0.144485795770415","6.92472610505454","0.145366828895527","0.0209924301250587"
"Gzf1","0.611111111111111","1","20","0","0.607714275155435","0.738534843503892","0.482186053865417","0.482186053865417"
"Hnf4a","0.183333333333333","0.839847417840376","20","18","1.1079867937553","2.73485134434588","0.913111895723156","0.333879900862237"
"Mtpap","1","1","20","18","0.132943753999448","1.057956556691","0.171659579737581","0.162255792690095"
"Mvp","1","1","24","6","0.839953353389876","-0.356872307849729","0.260873024266983","0.260873024266983"
"Pcnp","0.183333333333333","0.839847417840376","20","18","0.3623090456787","2.22917478261043","0.387646905423783","0.173897044075582"
"Nsa2","0.183333333333333","0.839847417840376","24","18","0.217308604785961","4.91521813455222","0.329707380936637","0.067078890887652"
"Lgals9","0.611111111111111","1","20","8","0.311324032600203","4.77066238338232","0.274591905637693","0.0575584444194123"
"Pkd2","0.611111111111111","1","20","6","0.440750705303014","0.458546321206063","0.269574749191048","0.269574749191048"
"Ap3b1","0.611111111111111","1","20","18","0.376158145399139","1.33312364031017","0.429043502901059","0.321833241814868"
"Snu13","1","1","20","18","0.0916262521291916","6.51911719302442","0.08863907634893","0.0135967913636797"
"Ptbp2","1","1","20","0","0.973931595386548","0.222574458182785","0.639959304912205","0.639959304912205"
"Cyp2b9","1","1","24","6","0.294654547496743","-5.29153951884514","0.01493509673967","0.00282244830384061"
"Hmox1","0.183333333333333","0.839847417840376","20","16","0.521174263622153","2.81127972936054","0.630068010031997","0.224121421803626"
"Rpl7a","0.611111111111111","1","20","0","0.0755359047247977","5.85143481461962","0.0947405389207596","0.0161909927944602"
"Map4","1","1","20","18","0.300008864006148","2.60725078181157","0.161512670975596","0.0619475012155808"
"Tns2","0.183333333333333","0.839847417840376","24","20","0.517070256380831","-0.589473517163786","0.449411096665162","0.449411096665162"
"Gpd2","0.183333333333333","0.839847417840376","24","8","0.480861558520678","0.495313934819435","0.540945738624641","0.540945738624641"
"Ppig","0.611111111111111","1","20","6","0.369326348579498","3.89164612465113","0.40965454763799","0.105265107493481"
"Stx5","1","1","24","12","0.12019818460028","2.29742537445088","0.039226025819331","0.0170739064065168"
"Rnps1","1","1","20","14","0.210528844253675","7.53644003693837","0.10829594815185","0.0143696423803625"
"Rsrc1","0.0305555555555556","0.606912637828668","20","10","0.11650099669031","2.57022435339562","0.151316794920113","0.0588729908812056"
"Polr1c","0.183333333333333","0.839847417840376","20","18","0.296872960612584","2.97717422638182","0.240136500297138","0.0806592030016926"
"Pabpn1","1","1","20","2","0.199981880353455","3.42615658514548","0.0686864003939274","0.0200476535987075"
"Kat6b","1","1","20","14","0.231910676150776","-0.263229764380521","0.199096310500382","0.199096310500382"
"Ppih","1","1","20","8","0.113310965044411","5.49666053180911","0.0708630681838705","0.0128920219420113"
"Usp19","1","1","24","6","0.168205756345094","0.130460143928628","0.0300542955616163","0.0300542955616163"
"Hist2h2aa1; Hist2h2aa2","0.183333333333333","0.839847417840376","20","6","1.70974849717073","-2.58420699751015","2.11308070170289","0.817690186482279"
"Rap1a","1","1","24","10","0.186778307081488","1.07502571183967","0.0729314217319487","0.0678415603726746"
"Tubb2a","0.611111111111111","1","24","18","0.287085277728102","-0.254339825466893","0.0460905832035644","0.0460905832035644"
"Txnl4a","1","1","24","18","0.0810834103190828","4.68711138897659","0.095424900202935","0.0203589998794056"
"Psmc2","1","1","20","2","0.247242538688112","0.396345795221904","0.0769221684030074","0.0769221684030074"
"Srp68","0.183333333333333","0.839847417840376","20","0","0.49411906916416","0.672954232146662","0.457482326678765","0.457482326678765"
"Copb2","1","1","20","0","0.625833812628968","0.639579047007741","0.484556696006572","0.484556696006572"
"Pum2","1","1","20","16","0.238236905666858","-0.501474785069506","0.302137388318682","0.302137388318682"
"Mepce","0.611111111111111","1","24","4","0.0799448911045813","0.787472827223698","0.216508827607869","0.216508827607869"
"Morf4l1","0.611111111111111","1","24","8","0.193359308023648","3.05417139564756","0.199288727284609","0.0652513239985849"
"Nsrp1","0.611111111111111","1","20","16","0.618459847788184","-1.57234151317351","0.534933509330205","0.340214581150713"
"Septin10","0.611111111111111","1","24","0","0.499040510476742","0.699708656995263","0.395126450220596","0.395126450220596"
"Chtop","0.611111111111111","1","24","16","0.276109350877308","4.18702039000157","0.305540945545028","0.0729733598323635"
"Caap1","1","1","24","0","0.0393085377830894","3.15715659029652","0.0514260272051847","0.0162887160438104"
"Dynll2","0.611111111111111","1","20","6","0.145299127290097","3.28630883839821","0.160640766387088","0.0488818228250836"
