BH.Q	ADJ.P	PER	LAG	AMP
Ifit1	0.529832306852108	0.104105247708058	24	16	0.670251801921364
Gypc	0.529832306852108	0.104105247708058	20	6	0.665574307117087
Wdr46	0.529832306852108	0.104105247708058	20	18	0.658052486804232
Mprip	0.529832306852108	0.104105247708058	20	2	0.653103971662011
Snap47	0.529832306852108	0.104105247708058	20	18	0.644300714093527
Atp2a1	0.529832306852108	0.104105247708058	24	20	0.642350012510359
Ap3m1	0.529832306852108	0.104105247708058	20	0	0.638464347410196
Cyp1a1	0.529832306852108	0.104105247708058	24	18	0.633876134749926
Tbl1xr1	0.529832306852108	0.104105247708058	20	18	0.63274781420303
Riok2	0.529832306852108	0.104105247708058	24	17	0.625333053966804
Cul3	0.529832306852108	0.104105247708058	20	14	0.624165098154841
Canx	0.529832306852108	0.104105247708058	24	20	0.611030946323634
Lamtor1	0.529832306852108	0.104105247708058	20	6	0.609890417179784
Tex2	0.529832306852108	0.104105247708058	20	4	0.601307524276614
Dek	0.529832306852108	0.104105247708058	24	8	0.600537559954054
Maea	0.529832306852108	0.104105247708058	24	20	0.600138984261202
Rela	0.529832306852108	0.104105247708058	20	18	0.589844415313724
Ca3	0.529832306852108	0.104105247708058	20	4	0.585430399291872
B2m	0.529832306852108	0.104105247708058	20	6	0.58502871503032
Polg2	0.529832306852108	0.104105247708058	24	2	0.584786580979316
Senp3	0.529832306852108	0.104105247708058	20	16	0.581642448715297
Tasor2	0.529832306852108	0.104105247708058	24	10	0.581384614111763
Nipsnap2	0.529832306852108	0.104105247708058	24	1	0.580591407200817
Rps14	0.529832306852108	0.104105247708058	24	4	0.578667072383323
Nr1h4	0.529832306852108	0.104105247708058	20	18	0.571786477405964
Rpl7a	0.529832306852108	0.104105247708058	20	18	0.539935323795632
Crocc	0.529832306852108	0.104105247708058	20	10	0.526693000348037
Tsen34	0.529832306852108	0.104105247708058	20	18	0.51372651247601
Rps2	0.529832306852108	0.104105247708058	20	0	0.511928895728407
Sfswap	0.529832306852108	0.104105247708058	24	8	0.506880429567054
Pgd	0.529832306852108	0.104105247708058	24	8	0.503640747809913
Wdr3	0.529832306852108	0.104105247708058	20	18	0.502401051481501
Tjp1	0.529832306852108	0.104105247708058	20	4	0.498588989900973
Nfkb2	0.529832306852108	0.104105247708058	20	18	0.493190235653495
Hcfc2	0.529832306852108	0.104105247708058	24	6	0.489266542182708
Unknown_15	0.529832306852108	0.104105247708058	24	8	0.488057326622126
Arhgef10l	0.529832306852108	0.104105247708058	24	20	0.485658038733295
Mid1ip1	0.529832306852108	0.104105247708058	20	16	0.484995390678384
Mus81	0.529832306852108	0.104105247708058	24	5	0.484542816157563
Acsf2	0.529832306852108	0.104105247708058	24	20	0.484139123137391
Acy1	0.529832306852108	0.104105247708058	20	16	0.48333605188902
Tpst2	0.529832306852108	0.104105247708058	24	4	0.48203779099013
Pxmp4	0.529832306852108	0.104105247708058	24	4	0.467337548872664
Otud3	0.529832306852108	0.104105247708058	24	6	0.461913673400563
Eif3h	0.529832306852108	0.104105247708058	20	16	0.457253558727079
Maged1	0.529832306852108	0.104105247708058	20	10	0.452277529929542
Tm7sf3	0.529832306852108	0.104105247708058	24	1	0.448733666711122
Commd3	0.529832306852108	0.104105247708058	24	16	0.420515672267766
Txnl1	0.529832306852108	0.104105247708058	22	0	0.416627278983151
Rpf2	0.529832306852108	0.104105247708058	20	18	0.404897230213355
Glul	0.529832306852108	0.104105247708058	20	2	0.396364935334937
Cryzl2	0.529832306852108	0.104105247708058	22	0	0.373436121315936
Tyk2	0.529832306852108	0.104105247708058	22	5.13333333333333	0.36916729728577
Gpat3	0.529832306852108	0.104105247708058	24	22	0.365563319732085
Vapa	0.529832306852108	0.104105247708058	24	20	0.364682080706139
Senp6	0.529832306852108	0.104105247708058	24	2	0.350342136744848
H3-3a; H3-3b	0.529832306852108	0.104105247708058	24	16	0.349387742651226
Rpl15	0.529832306852108	0.104105247708058	24	14	0.332168770468983
Elmod2	0.529832306852108	0.104105247708058	24	8	0.314293840775496
Mmtag2	0.529832306852108	0.104105247708058	20	12	0.307879579313893
Ap2a2	0.529832306852108	0.104105247708058	20	2	0.306984390106354
Jade1	0.529832306852108	0.104105247708058	24	12	0.29951916915996
Klc2	0.529832306852108	0.104105247708058	22	0.183333333333332	0.292346591401885
Cenpb	0.529832306852108	0.104105247708058	20	18	0.271197248953615
Eno1	0.529832306852108	0.104105247708058	20	4	0.246017620124684
Fn1	0.529832306852108	0.104105247708058	22	0.183333333333332	0.245656769221862
Odf2l	0.529832306852108	0.104105247708058	24	18	0.216377803232793
Nol10	0.529832306852108	0.104105247708058	24	0	0.212805841624271
Itgal	0.529832306852108	0.104105247708058	20	2	0.191556881301362
Sart3	0.529832306852108	0.104105247708058	20	2	0.161384430191167
Clca3a1	0.529832306852108	0.104105247708058	20	2	0.16097526235819
Nme1	0.529832306852108	0.104105247708058	20	2	0.154189897289645
Spin1	0.529832306852108	0.104105247708058	24	2	0.146040678862739
F10	0.529832306852108	0.104105247708058	24	10	0.137671734570897
Arl1	0.529832306852108	0.104105247708058	24	2	0.131837461899382
Reln	0.529832306852108	0.104105247708058	20	2	0.102521884994829
Tmem38b	0.529832306852108	0.104105247708058	24	2	0.091793761083008
Acadsb	0.529832306852108	0.104105247708058	24	2	0.076881795358294
Cyb561d2	0.529832306852108	0.104105247708058	20	2	0.0746151947909392
Fut8	0.529832306852108	0.104105247708058	20	10	0.0607076806234702
Fau	0.529832306852108	0.104105247708058	24	8	0.0514068460290675
Kif5b	0.529832306852108	0.104105247708058	20	2	0.0142043124770038
Atp5pf	0.529832306852108	0.104105247708058	20	2	0
Gpr108	0.529832306852108	0.104105247708058	20	4	0
Recql	0.597233513484604	0.132795407746432	20	18	1.41432688159175
Csk	0.597233513484604	0.132795407746432	20	6	1.33478564819897
Eef1g	0.597233513484604	0.132795407746432	24	0	1.30094643929982
Rab13	0.597233513484604	0.132795407746432	24	6	1.28141099601002
Apoa2	0.597233513484604	0.132795407746432	20	6	1.21623503751799
Rpain	0.597233513484604	0.132795407746432	20	18	1.21438996500208
Pip4p2	0.597233513484604	0.132795407746432	20	6	1.20130844459393
Foxk1	0.597233513484604	0.132795407746432	20	16	1.19391740599061
Ppp2r1b	0.597233513484604	0.132795407746432	20	16	1.18917511375129
Znf12	0.597233513484604	0.132795407746432	20	0	1.07748537966453
E2f3	0.597233513484604	0.132795407746432	20	16	1.07306756407936
P2rx7	0.597233513484604	0.132795407746432	20	6	1.05188552759948
Tbc1d20	0.597233513484604	0.132795407746432	20	6	1.03618691154401
Pym1	0.597233513484604	0.132795407746432	20	14	1.02871515176453
Pcna	0.597233513484604	0.132795407746432	20	0	0.986872181500294
Tars1	0.597233513484604	0.132795407746432	24	20	0.981935842152979
Plxnd1	0.597233513484604	0.132795407746432	24	6	0.950465899077871
Sarnp	0.597233513484604	0.132795407746432	24	8	0.947420789229358
Mrpl18	0.597233513484604	0.132795407746432	20	16	0.920239438360634
Acaca	0.597233513484604	0.132795407746432	24	4	0.895822633989603
Ca2	0.597233513484604	0.132795407746432	20	8	0.88750665407516
Ola1	0.597233513484604	0.132795407746432	24	18	0.880163658338997
Prpf40a	0.597233513484604	0.132795407746432	20	14	0.878876283404448
Dnttip2	0.597233513484604	0.132795407746432	20	18	0.87136751726057
Wdr18	0.597233513484604	0.132795407746432	20	18	0.860588640437319
Srsf5	0.597233513484604	0.132795407746432	24	8	0.857990059654658
Cdt1	0.597233513484604	0.132795407746432	20	18	0.85367962232334
Igf2r	0.597233513484604	0.132795407746432	20	4	0.849301935608286
Cbs	0.597233513484604	0.132795407746432	20	18	0.849057689466385
Pard3	0.597233513484604	0.132795407746432	24	22	0.838036570436712
Fam210b	0.597233513484604	0.132795407746432	20	12	0.824784312312546
Fbxo28	0.597233513484604	0.132795407746432	24	8	0.819472114634383
Med22	0.597233513484604	0.132795407746432	20	12	0.802317474599031
Pgpep1	0.597233513484604	0.132795407746432	20	18	0.797863031651624
Hook1	0.597233513484604	0.132795407746432	20	18	0.767260432041031
Arhgap23	0.597233513484604	0.132795407746432	24	21	0.756342286874113
Tsr1	0.597233513484604	0.132795407746432	24	18	0.755258279742126
Zswim8	0.597233513484604	0.132795407746432	22	0	0.750647278750944
Hsd3b2	0.597233513484604	0.132795407746432	20	6	0.749232614111445
Myh4	0.597233513484604	0.132795407746432	20	18	0.745990750227745
Tram2	0.597233513484604	0.132795407746432	24	18	0.740211756632854
Myo1d	0.597233513484604	0.132795407746432	20	6	0.738801634359069
Mbtd1	0.597233513484604	0.132795407746432	20	14	0.733143615089908
Kdm4b	0.597233513484604	0.132795407746432	20	18	0.732969061021834
Blmh	0.597233513484604	0.132795407746432	20	8	0.729428799941695
Wdr59	0.597233513484604	0.132795407746432	20	18	0.729257907338209
Dctn3	0.597233513484604	0.132795407746432	20	14	0.727646128217652
Zbtb20	0.597233513484604	0.132795407746432	20	18	0.724543434296262
Ndufb7	0.597233513484604	0.132795407746432	24	2	0.722911112315898
Rras2	0.597233513484604	0.132795407746432	24	16	0.720923526934424
Hdgf	0.597233513484604	0.132795407746432	24	0	0.713238250560765
Lonrf3	0.597233513484604	0.132795407746432	20	18	0.695612367915073
Tkt	0.597233513484604	0.132795407746432	20	6	0.692338264490039
Cep83	0.597233513484604	0.132795407746432	22	11.1833333333333	0.686383824867439
Eci1	0.597233513484604	0.132795407746432	20	2	0.67675669422085
Smc5	0.597233513484604	0.132795407746432	24	14	0.670606959637041
Oas3	0.597233513484604	0.132795407746432	20	0	0.667122112963241
Hnrnpul1	0.597233513484604	0.132795407746432	20	12	0.655281799620885
Atf2	0.597233513484604	0.132795407746432	24	4	0.649257425882257
Tigd2	0.597233513484604	0.132795407746432	22	11	0.643807913895329
Nudt7	0.597233513484604	0.132795407746432	20	18	0.643346729468344
Tlr2	0.597233513484604	0.132795407746432	24	14	0.642448489084159
Sec11c	0.597233513484604	0.132795407746432	22.6666666666667	5.42247040939321	0.640499359072129
Znf260	0.597233513484604	0.132795407746432	24	6	0.636765411656282
Saraf	0.597233513484604	0.132795407746432	24	0	0.627712658063722
Med13	0.597233513484604	0.132795407746432	20	14	0.624690594822132
Hsd17b2	0.597233513484604	0.132795407746432	20	16	0.616217995877164
Cr1l	0.597233513484604	0.132795407746432	20	6	0.614896229072156
Tlcd2	0.597233513484604	0.132795407746432	22	0.183333333333332	0.612731597905027
Riok3	0.597233513484604	0.132795407746432	24	14	0.61234950787783
Cdk2ap1	0.597233513484604	0.132795407746432	24	6	0.605451170144168
Ilk	0.597233513484604	0.132795407746432	24	22	0.589346490672645
Eif4g3	0.597233513484604	0.132795407746432	20	14	0.570740510347552
Kat2b	0.597233513484604	0.132795407746432	20	16	0.562918140670445
Vezt	0.597233513484604	0.132795407746432	24	2	0.545355183483559
Gpkow	0.597233513484604	0.132795407746432	20	8	0.542633552555813
Ccsap	0.597233513484604	0.132795407746432	24	12	0.542056076720793
Tinf2	0.597233513484604	0.132795407746432	20	12	0.536481837780039
Ddx21	0.597233513484604	0.132795407746432	20	18	0.531777597360639
Dbnl	0.597233513484604	0.132795407746432	24	20	0.52628073022422
Wdr6	0.597233513484604	0.132795407746432	24	4	0.521500658296687
Mlf2	0.597233513484604	0.132795407746432	20	18	0.517484252724121
Grn	0.597233513484604	0.132795407746432	24	4	0.512996552303205
Sap30bp	0.597233513484604	0.132795407746432	24	6	0.506136161414801
Fam168a	0.597233513484604	0.132795407746432	20	0	0.494554524677349
Dhx9	0.597233513484604	0.132795407746432	20	12	0.494368102284385
Skil	0.597233513484604	0.132795407746432	24	1	0.49011133319841
Chlsn	0.597233513484604	0.132795407746432	24	18	0.488701657866359
Mcam	0.597233513484604	0.132795407746432	24	22	0.479438582691693
Top1mt	0.597233513484604	0.132795407746432	22	0	0.4761708479852
Eps15l1	0.597233513484604	0.132795407746432	24	22	0.465262773754527
Tapbpl	0.597233513484604	0.132795407746432	24	18	0.456325794110012
Cobl	0.597233513484604	0.132795407746432	24	0	0.454929167255614
Eef1a1	0.597233513484604	0.132795407746432	24	2	0.454558886493702
Prss29	0.597233513484604	0.132795407746432	20	14	0.45256844839808
Unknown_19	0.597233513484604	0.132795407746432	20	18	0.449598739062976
Mia2	0.597233513484604	0.132795407746432	24	22	0.448934783885867
Kat14	0.597233513484604	0.132795407746432	20	16	0.438800381791571
Krt80	0.597233513484604	0.132795407746432	24	8	0.427742402894791
Cideb	0.597233513484604	0.132795407746432	24	2	0.419352101440705
Cct8	0.597233513484604	0.132795407746432	20	2	0.414765500215853
S100a9	0.597233513484604	0.132795407746432	24	8	0.412376981369685
Atf6	0.597233513484604	0.132795407746432	20	18	0.387109283981921
Cd300lg	0.597233513484604	0.132795407746432	22	0.183333333333332	0.385261023722032
Ap2b1	0.597233513484604	0.132795407746432	20	2	0.37958243456971
Dnajc18	0.597233513484604	0.132795407746432	24	6	0.378447916675274
Psmc4	0.597233513484604	0.132795407746432	24	20	0.365250960361476
Mtch1	0.597233513484604	0.132795407746432	22	5.13333333333333	0.361872736747067
Rfc5	0.597233513484604	0.132795407746432	24	10	0.360637753440667
Rfc2	0.597233513484604	0.132795407746432	24	8	0.353334405120106
Rab33b	0.597233513484604	0.132795407746432	24	2	0.332626236469803
Pigk	0.597233513484604	0.132795407746432	24	6	0.312762617205035
Kdm7a	0.597233513484604	0.132795407746432	24	9	0.309303714154895
Tfe3	0.597233513484604	0.132795407746432	24	2	0.301908527267275
Ak4	0.597233513484604	0.132795407746432	20	2	0.299931478199491
Sbno1	0.597233513484604	0.132795407746432	20	16	0.296187769367803
Pkd2	0.597233513484604	0.132795407746432	20	4	0.278616349860486
Pecam1	0.597233513484604	0.132795407746432	24	22	0.276594479710207
Tst	0.597233513484604	0.132795407746432	20	2	0.273457923924283
Psma5	0.597233513484604	0.132795407746432	20	0	0.27067458842956
Ifi204	0.597233513484604	0.132795407746432	20	0	0.262898133675033
Rhog	0.597233513484604	0.132795407746432	24	10	0.255322701291626
Efr3a	0.597233513484604	0.132795407746432	20	2	0.246047345628858
Pnkd	0.597233513484604	0.132795407746432	24	8	0.245910130589111
Chp1	0.597233513484604	0.132795407746432	24	1	0.231718753964176
Ywhah	0.597233513484604	0.132795407746432	20	18	0.226515940275539
Eef1a2	0.597233513484604	0.132795407746432	24	0	0.223549272098099
Arid5b	0.597233513484604	0.132795407746432	20	12	0.196180742766571
RTRAF	0.597233513484604	0.132795407746432	24	16	0.191725927461815
Ccnt2	0.597233513484604	0.132795407746432	20	14	0.166207535411184
Mblac2	0.597233513484604	0.132795407746432	20	16	0.156630307165353
Pop7	0.597233513484604	0.132795407746432	24	8	0.154141049794615
Foxa2	0.597233513484604	0.132795407746432	24	8	0.0848868037266529
Fundc2	0.597233513484604	0.132795407746432	20	2	0
Cpped1	0.675181463886205	0.16798087375976	20	18	1.42252499288949
Bcl6	0.675181463886205	0.16798087375976	20	0	1.33021003295475
Mterf4	0.675181463886205	0.16798087375976	24	4	1.32118847983629
Phc1	0.675181463886205	0.16798087375976	20	18	1.26557848839853
Cxxc4	0.675181463886205	0.16798087375976	22	0	1.26411142567799
Ccdc97	0.675181463886205	0.16798087375976	20	18	1.19680728549276
Cse1l	0.675181463886205	0.16798087375976	20	0	1.17518011897758
Setdb1	0.675181463886205	0.16798087375976	20	18	1.14636317856199
Pex14	0.675181463886205	0.16798087375976	20	6	1.08440223262603
Golga3	0.675181463886205	0.16798087375976	24	16	1.0521961214704
Bag4	0.675181463886205	0.16798087375976	20	0	1.04385402236334
Nuak2	0.675181463886205	0.16798087375976	20	18	0.999969821068217
Dnajb14	0.675181463886205	0.16798087375976	24	21	0.959640775964502
Gcfc2	0.675181463886205	0.16798087375976	24	0	0.959538738470741
Wdr83	0.675181463886205	0.16798087375976	24	14	0.959383657332741
Rpl10a	0.675181463886205	0.16798087375976	20	16	0.948386268335877
Nfyc	0.675181463886205	0.16798087375976	20	18	0.947972797923834
Foxa1	0.675181463886205	0.16798087375976	24	6	0.946471348083922
Mrpl16	0.675181463886205	0.16798087375976	22	14.1166666666667	0.917757051189145
Tdg	0.675181463886205	0.16798087375976	20	18	0.905588958863811
Taf10	0.675181463886205	0.16798087375976	20	16	0.895463195978955
Nr2c2	0.675181463886205	0.16798087375976	20	16	0.876915815564622
Mlxipl	0.675181463886205	0.16798087375976	20	18	0.845151514351481
Tmem120a	0.675181463886205	0.16798087375976	24	6	0.813801127262302
Eloa	0.675181463886205	0.16798087375976	20	6	0.806027790235021
Atp1b1	0.675181463886205	0.16798087375976	20	6	0.802710839007728
Trafd1	0.675181463886205	0.16798087375976	20	18	0.797607924737431
Cdk5rap2	0.675181463886205	0.16798087375976	20	4	0.792343987355331
Tbl1x	0.675181463886205	0.16798087375976	20	18	0.78689302173474
Csnk1g3	0.675181463886205	0.16798087375976	24	8	0.779176520127738
Setx	0.675181463886205	0.16798087375976	20	16	0.776333639635682
Gtf2ird1	0.675181463886205	0.16798087375976	20	0	0.774817170245633
Actr3	0.675181463886205	0.16798087375976	20	6	0.771311701395938
Mapkap1	0.675181463886205	0.16798087375976	20	4	0.755852843060947
Ndufb4	0.675181463886205	0.16798087375976	20	6	0.749552972827172
Lonp1	0.675181463886205	0.16798087375976	20	4	0.747764643596525
Apoa4	0.675181463886205	0.16798087375976	20	2	0.742836753099047
Cgn	0.675181463886205	0.16798087375976	20	2	0.740806925122197
Zbtb24	0.675181463886205	0.16798087375976	20	0	0.739879846075838
Rpl21	0.675181463886205	0.16798087375976	20	16	0.730134474745315
Cdk9	0.675181463886205	0.16798087375976	24	8	0.723422288395697
Irf2bpl	0.675181463886205	0.16798087375976	20	18	0.708878120437982
Ing5	0.675181463886205	0.16798087375976	24	16	0.706813900984534
Slc12a6	0.675181463886205	0.16798087375976	24	18	0.704109530070657
Ctbp1	0.675181463886205	0.16798087375976	24	6	0.702828494469211
Cox7a2l	0.675181463886205	0.16798087375976	20	6	0.701091401061454
Echs1	0.675181463886205	0.16798087375976	24	2	0.683603592148583
Ces1c	0.675181463886205	0.16798087375976	24	20	0.674388371121313
Ccnt1	0.675181463886205	0.16798087375976	24	6	0.673457155449329
Cbx6	0.675181463886205	0.16798087375976	20	16	0.671115792378922
Rpl8	0.675181463886205	0.16798087375976	20	16	0.67078961020755
Tmem208	0.675181463886205	0.16798087375976	20	2	0.66821777681763
Ppp6c	0.675181463886205	0.16798087375976	20	18	0.663542965914123
Med14	0.675181463886205	0.16798087375976	22	14.1166666666667	0.663348717463571
Chd2	0.675181463886205	0.16798087375976	24	8	0.652181378939964
Slco1a4	0.675181463886205	0.16798087375976	20	10	0.650447257564905
Gatm	0.675181463886205	0.16798087375976	20	4	0.650182998707322
Abcb6	0.675181463886205	0.16798087375976	20	6	0.648445801560175
Cyp2b9	0.675181463886205	0.16798087375976	20	2	0.639398632611188
Gclm	0.675181463886205	0.16798087375976	20	18	0.639207619526265
Pi4ka	0.675181463886205	0.16798087375976	20	2	0.623831557497592
Aass	0.675181463886205	0.16798087375976	20	18	0.608831498237603
Med1	0.675181463886205	0.16798087375976	20	14	0.607916357273847
Ntpcr	0.675181463886205	0.16798087375976	24	18	0.600226746402961
Sipa1	0.675181463886205	0.16798087375976	24	18	0.599553753757906
Svil	0.675181463886205	0.16798087375976	20	4	0.590231400848086
Pigq	0.675181463886205	0.16798087375976	22	0	0.582965223027551
Pbld1	0.675181463886205	0.16798087375976	20	4	0.560718010645285
Dhx30	0.675181463886205	0.16798087375976	22	19.0666666666667	0.558284696706817
Med23	0.675181463886205	0.16798087375976	24	14	0.553855421537685
Ces1d	0.675181463886205	0.16798087375976	20	2	0.552595618607139
Tmbim6	0.675181463886205	0.16798087375976	24	2	0.552292994583702
Alg8	0.675181463886205	0.16798087375976	24	20	0.549502874032131
Rprd2	0.675181463886205	0.16798087375976	24	8	0.540397401341302
Epb41	0.675181463886205	0.16798087375976	20	2	0.539643507197751
Rpl19	0.675181463886205	0.16798087375976	22	17.05	0.535522643992305
Cnpy2	0.675181463886205	0.16798087375976	20	2	0.525621273996381
Dram2	0.675181463886205	0.16798087375976	22	6.05	0.516936681935246
Ndufv2	0.675181463886205	0.16798087375976	20	4	0.508909975491254
Snrpa1	0.675181463886205	0.16798087375976	24	10	0.503340303579776
Prdx3	0.675181463886205	0.16798087375976	24	20	0.501767482235349
Nfkbil1	0.675181463886205	0.16798087375976	20	14	0.494825508493849
Amt	0.675181463886205	0.16798087375976	22	0.183333333333332	0.489756230029537
Rps18	0.675181463886205	0.16798087375976	20	16	0.482638175677345
Sirt5	0.675181463886205	0.16798087375976	24	4	0.476050477874964
Homer2	0.675181463886205	0.16798087375976	20	2	0.474460883890563
Stard10	0.675181463886205	0.16798087375976	24	18	0.459067895054905
Fmo1	0.675181463886205	0.16798087375976	24	5	0.457551463816033
Rpl27a	0.675181463886205	0.16798087375976	20	16	0.44633297290731
Taok3	0.675181463886205	0.16798087375976	20	18	0.445380268968059
Sult2a8	0.675181463886205	0.16798087375976	24	20	0.444807734529874
Acad9	0.675181463886205	0.16798087375976	20	2	0.437126805263993
Rfxap	0.675181463886205	0.16798087375976	24	6	0.436152217294275
Anapc10	0.675181463886205	0.16798087375976	24	22	0.4311808238552
Lamb1	0.675181463886205	0.16798087375976	20	2	0.427786817935974
Psmc1	0.675181463886205	0.16798087375976	20	2	0.422194532384731
Gng10	0.675181463886205	0.16798087375976	20	4	0.415723533571641
Baz2a	0.675181463886205	0.16798087375976	20	14	0.412165529995024
Agpat4	0.675181463886205	0.16798087375976	20	16	0.409441021282104
Tf	0.675181463886205	0.16798087375976	20	2	0.407634642693862
Phf20l1	0.675181463886205	0.16798087375976	24	0	0.393298923900395
Acot2	0.675181463886205	0.16798087375976	24	20	0.392467421270275
Mtor	0.675181463886205	0.16798087375976	24	18	0.392335768597828
Dusp11	0.675181463886205	0.16798087375976	20	18	0.387625933810198
Gcn1	0.675181463886205	0.16798087375976	24	0	0.378834924344702
Prdm9	0.675181463886205	0.16798087375976	24	5	0.37595601372894
Mafa	0.675181463886205	0.16798087375976	20	16	0.365352021115512
Hmgcs2	0.675181463886205	0.16798087375976	20	2	0.364827542513082
Synm	0.675181463886205	0.16798087375976	24	20	0.361319107762006
Atp6v1a	0.675181463886205	0.16798087375976	24	6	0.350955350139737
Lrrc8c	0.675181463886205	0.16798087375976	20	10	0.327607515045094
Atrx	0.675181463886205	0.16798087375976	20	8	0.324014728962613
Sypl1	0.675181463886205	0.16798087375976	20	4	0.319102672339406
Prkar2a	0.675181463886205	0.16798087375976	24	8	0.310201338976032
Gls2	0.675181463886205	0.16798087375976	20	12	0.309885901222387
Apoc4	0.675181463886205	0.16798087375976	22	8.06666666666666	0.307128246601102
Scamp2	0.675181463886205	0.16798087375976	20	2	0.303008491083492
Tmem59	0.675181463886205	0.16798087375976	24	9	0.293503695709064
Znf787	0.675181463886205	0.16798087375976	24	2	0.290168018129684
Slc38a4	0.675181463886205	0.16798087375976	20	10	0.27657425716691
Derl1	0.675181463886205	0.16798087375976	24	6	0.276439565717654
Ubxn8	0.675181463886205	0.16798087375976	20	14	0.248392247642754
Mal2	0.675181463886205	0.16798087375976	20	6	0.244509268715907
Polr2c	0.675181463886205	0.16798087375976	20	12	0.232000851249931
Tra2a	0.675181463886205	0.16798087375976	24	14	0.208235579050131
Ces1	0.675181463886205	0.16798087375976	20	4	0.207326450874296
Znf48	0.675181463886205	0.16798087375976	20	2	0.184573716633162
Cfap20	0.675181463886205	0.16798087375976	20	12	0.175445613262519
Acat1	0.675181463886205	0.16798087375976	20	4	0.141253179017456
Uhmk1	0.675181463886205	0.16798087375976	24	6	0.139462780360597
L3mbtl3	0.675181463886205	0.16798087375976	24	8	0.110763754396505
Imp3	0.675181463886205	0.16798087375976	20	16	0.104089819267025
Tmem254	0.675181463886205	0.16798087375976	24	2	0.10135964269202
Dazap1	0.675181463886205	0.16798087375976	24	2	0.0959381175029649
Lmf1	0.675181463886205	0.16798087375976	24	8	0.051791290638391
Eif3c	0.675181463886205	0.16798087375976	20	2	0
Dstn	0.675181463886205	0.16798087375976	20	2	0
Nfatc3	0.746945697002165	0.210776801586019	20	18	1.44121087516006
Mfn2	0.746945697002165	0.210776801586019	20	6	1.40632319546484
Tlk2	0.746945697002165	0.210776801586019	20	18	1.37954760783329
Rpa1	0.746945697002165	0.210776801586019	20	18	1.30158506268759
Ndufv1	0.746945697002165	0.210776801586019	20	4	1.30022701189689
Ambp	0.746945697002165	0.210776801586019	22	5.13333333333333	1.28236129868498
Taf12	0.746945697002165	0.210776801586019	20	18	1.25366409807232
Mtss1	0.746945697002165	0.210776801586019	20	18	1.2379529093347
Serpinb6	0.746945697002165	0.210776801586019	20	4	1.19839249527346
Gpx8	0.746945697002165	0.210776801586019	20	8	1.17863069589232
Ebp	0.746945697002165	0.210776801586019	20	16	1.16306677393555
Rpl3	0.746945697002165	0.210776801586019	20	18	1.15716661517904
Pxk	0.746945697002165	0.210776801586019	20	0	1.14685292737938
Dedd	0.746945697002165	0.210776801586019	24	6	1.13512142711327
Ppm1g	0.746945697002165	0.210776801586019	20	18	1.11264375772915
Hpd	0.746945697002165	0.210776801586019	20	18	1.10964947078241
Hspa8	0.746945697002165	0.210776801586019	20	18	1.10782367501388
Gpd2	0.746945697002165	0.210776801586019	20	8	1.09698152231132
Rb1	0.746945697002165	0.210776801586019	20	18	1.09307217692339
Zmym2	0.746945697002165	0.210776801586019	20	16	1.08593321125698
Hipk1	0.746945697002165	0.210776801586019	20	18	1.06536024635454
Ikbip	0.746945697002165	0.210776801586019	20	18	1.06388016919507
Surf4	0.746945697002165	0.210776801586019	20	18	1.05734213889667
Keap1	0.746945697002165	0.210776801586019	20	18	1.05625272493473
Itga1	0.746945697002165	0.210776801586019	24	4	1.03889352461753
Lsg1	0.746945697002165	0.210776801586019	20	18	1.02670408093847
Toe1	0.746945697002165	0.210776801586019	20	6	0.989289922178026
Shmt1	0.746945697002165	0.210776801586019	24	6	0.986654776814289
Stub1	0.746945697002165	0.210776801586019	20	16	0.96309807148813
Znf318	0.746945697002165	0.210776801586019	20	14	0.933491012056522
Polr1g	0.746945697002165	0.210776801586019	24	18	0.932919353502172
Gpatch4	0.746945697002165	0.210776801586019	24	21	0.931545064434921
Cycs	0.746945697002165	0.210776801586019	24	6	0.930983859129748
Psmb2	0.746945697002165	0.210776801586019	24	1	0.92560401007691
Zmat1	0.746945697002165	0.210776801586019	22.6666666666667	0.623087188380405	0.924336312208211
Npas2	0.746945697002165	0.210776801586019	20	6	0.920889935204483
Eif3f	0.746945697002165	0.210776801586019	20	16	0.909031400062524
Col5a1	0.746945697002165	0.210776801586019	20	4	0.90728748263043
Eef1b	0.746945697002165	0.210776801586019	24	20	0.897984522064514
Sfxn1	0.746945697002165	0.210776801586019	20	4	0.897492560415954
Elovl2	0.746945697002165	0.210776801586019	24	6	0.897371014227612
Trim2	0.746945697002165	0.210776801586019	20	4	0.88456495497976
Pabir1	0.746945697002165	0.210776801586019	20	16	0.877940477146281
Foxj3	0.746945697002165	0.210776801586019	20	16	0.876995029440277
Mgll	0.746945697002165	0.210776801586019	22.6666666666667	2.1224069128168	0.860926317872962
Afg2a	0.746945697002165	0.210776801586019	20	18	0.860764059790998
Dgat2	0.746945697002165	0.210776801586019	20	18	0.837190570024991
Tial1	0.746945697002165	0.210776801586019	24	8	0.826011450430711
Tmem41a	0.746945697002165	0.210776801586019	20	18	0.817880782203509
F11r	0.746945697002165	0.210776801586019	20	4	0.804251712027837
Zmiz1	0.746945697002165	0.210776801586019	20	18	0.778286930575535
Snx2	0.746945697002165	0.210776801586019	24	4	0.771574858701542
Znf879	0.746945697002165	0.210776801586019	20	18	0.763767357739659
Synj2bp	0.746945697002165	0.210776801586019	22	5.13333333333333	0.762392159000742
