"","CT0","CT4","CT8","CT12","CT16","CT20"
"Thoc2",0.0444041484841889,0.5100898290626,-1.99417379256752,0.527547169337594,0.273297992181439,0.638834653501706
"Nol8",0.637000845463803,-1.12863995080053,1.34554080974906,-0.294531299938034,-1.07552607901188,0.51615567453759
"U2surp",-0.427809488719127,-0.144115699854059,-1.21104283846089,1.57721740397328,-0.537750769342399,0.743501392403186
"Baz1b",1.21844498870599,0.734516973057607,-0.338151383224541,-0.284271099523181,0.308268281623453,-1.63880776063933
"Trip12",0.94973143331193,1.07945635785197,-0.280787626422592,-1.47855419200535,0.426954029411577,-0.696800002147551
"Krt18",-1.81064350724825,0.0292300878428254,0.93399507253458,-0.171966136684545,0.122895020172718,0.896489463382662
"Dync1h1",1.20158641702552,-0.146565291839001,0.00387993126765417,-1.7780187314203,0.599118766598391,0.119998908367737
"Safb",0.453643209930734,-0.456815691510994,-1.56342158627474,0.551482037153274,1.32053865689458,-0.305426626192863
"Fbn1",1.09764744688391,1.10498196218437,0.205475042975737,-1.38474235829156,-0.298586506825379,-0.724775586927076
"Nxf1",-0.0466292721010216,-1.4230216312354,1.63006448458828,-0.175349292787562,-0.369935119765443,0.384870831301143
"Rbm10",-0.219494833404844,0.371350448570081,-0.895262486815195,0.902939921095102,-1.34159060994939,1.18205756050425
"Rbm25",-0.330385024548005,-1.14569217919136,-0.849218881150631,0.739205296152112,0.0675124891632207,1.51857829957467
"Smarcc2",1.26846447836115,0.495798597842616,-0.885941877311751,0.303087848771036,0.295456492721289,-1.47686554038435
"Lemd3",0.0674974916946589,-1.41878240258184,1.44131950232786,0.522945142577009,0.164548865817498,-0.777528599835193
"Pbrm1",1.14713531014448,-0.0944128889651342,-0.907104485322165,-0.481162367150147,1.30014052655023,-0.964596095257262
"Nop56",0.929823199651636,-1.65951953460749,-0.695620598349979,0.534170459266678,0.773541692932307,0.11760478110682
"Ddx18",0.578403370305004,-1.68896868766779,1.0811740495987,-0.552410337961238,0.582013540537582,-0.000211934812274617
"Myh11",1.11695882531597,-0.215824787717458,0.257074206758897,0.746450199106397,-1.74878565585113,-0.155872787612677
"Canx",-0.330962888627101,-1.54953567692419,0.99088861945015,-0.489286166350982,1.08786009111246,0.291036021339676
"Nop14",0.0372810747818093,-0.6676601431292,1.48855073473622,-1.1937419231344,-0.48633003243657,0.821900289182146
"Ddx17",0.248855877638321,-0.148632111257431,0.114212363710967,1.22364581090149,-1.80798217152665,0.369900230533314
"Cpsf1",0.414538715528885,0.29480107928898,-1.8598161360449,0.383886038336899,-0.265216637349906,1.03180694024005
"Cps1",-0.151844082991516,1.08185544342952,0.0521169682506821,-0.730725011617862,-1.39815109546438,1.14674777839356
"Eftud2",-1.00078946048763,0.917532557116515,-0.619254220690831,1.3286046128929,0.324092144205404,-0.95018563303639
"Srrt",-0.303145455698616,0.0919940438486169,-1.69493566217122,0.796599675040154,-0.0684660738454037,1.17795347282648
"Tcerg1",0.356488384066686,-0.601135396954097,-0.860169707278976,1.86599076931339,-0.375800401350233,-0.385373647796783
"Pds5b",0.0657944076051656,-0.156953636023873,1.28935054559566,0.949674687233145,-0.85025284593579,-1.29761315847431
"Rrp12",0.3208242795753,-1.06706188727577,0.452920287896684,-1.10696541852296,-0.120695280766543,1.52097801909331
"Itpr1",-1.43508187895268,0.505071855938173,1.38642734146315,0.364417930096168,-0.793546824074422,-0.0272884244703937
"Ints1",1.09804006997863,-1.17203253488473,-1.11703940245935,0.232973785617606,1.0533357039295,-0.0952776221816615
"Itpr3",-0.476022393182765,-0.144159733262015,1.82341520235294,-0.156644955374073,-1.17734553502147,0.130757414487369
"Tln1",0.935348998963763,1.15671480045735,-0.282664114927737,-0.808234451410904,-1.38172541945643,0.380560186373963
"Rbbp6",0.0439120747824353,0.603674741628797,-0.304241958153215,0.155180673129887,-1.73127836494906,1.23275283356116
"Hnrnpa2b1",0.700826951353863,0.809447416785813,-1.88231859061551,0.505308656921226,0.0855135083736644,-0.21877794281906
"Zbtb20",0.569873701614409,-0.615846341942285,-1.36306991043007,0.0611019962368683,1.54741527936409,-0.199474724843008
"Nat10",0.405453404793672,-1.97427525538127,0.176647698293471,0.869291939925676,0.176975248014636,0.345906964353808
