BH.Q	ADJ.P	PER	LAG	AMP
Dus3l	0.0534955806445995	0.00172835079544638	20	18	0.910624234207241
Znf746	0.0534955806445995	0.00172835079544638	20	18	0.850298595562071
Ifit1	0.0534955806445995	0.00172835079544638	24	18	0.827330322072735
Rrn3	0.0534955806445995	0.00172835079544638	20	18	0.785385816915285
Hmgcr	0.0534955806445995	0.00172835079544638	24	20	0.772562071267549
Ywhae	0.0534955806445995	0.00172835079544638	24	20	0.766043275426357
Cyp2e1	0.0534955806445995	0.00172835079544638	24	20	0.733135815939776
Epcam	0.0534955806445995	0.00172835079544638	24	4	0.688128856364181
Xiap	0.0534955806445995	0.00172835079544638	20	18	0.67909898215202
Nfil3	0.0534955806445995	0.00172835079544638	24	1	0.52393241502196
Rab4b	0.0534955806445995	0.00172835079544638	24	0	0.36850199893999
Med11	0.0534955806445995	0.00172835079544638	24	14	0.124315847354717
Foxk1	0.0701373788648875	0.00255268389407045	20	16	1.37806131925725
Tbx3	0.0701373788648875	0.00255268389407045	20	18	1.35547181921075
Rps15a	0.0701373788648875	0.00255268389407045	20	6	1.26683346214714
Ranbp9	0.0701373788648875	0.00255268389407045	20	16	1.24373117325641
Znf382	0.0701373788648875	0.00255268389407045	24	4	1.21424382495845
Slc41a3	0.0701373788648875	0.00255268389407045	20	16	1.19699762787426
Hmgb1	0.0701373788648875	0.00255268389407045	24	4	1.16167520464472
Nipsnap1	0.0701373788648875	0.00255268389407045	24	6	1.12325237497355
Smarcal1	0.0701373788648875	0.00255268389407045	20	18	1.05427270251957
Znf598	0.0701373788648875	0.00255268389407045	20	6	1.0480983389377
Hdhd3	0.0701373788648875	0.00255268389407045	24	20	1.03729037010856
Tfrc	0.0701373788648875	0.00255268389407045	20	6	1.02903051224055
Rnaset2a	0.0701373788648875	0.00255268389407045	24	6	0.890132429665379
Clasp1	0.0701373788648875	0.00255268389407045	20	18	0.86268340231131
Dnajb4	0.0701373788648875	0.00255268389407045	20	18	0.806888754494855
Actn1	0.0701373788648875	0.00255268389407045	24	22	0.80318904552429
Slx4ip	0.0701373788648875	0.00255268389407045	20	0	0.74411334689517
Cdca8	0.0701373788648875	0.00255268389407045	24	2	0.737128705680204
