"CT0_1"	"CT0_3"	"CT0_4"	"CT4_1"	"CT4_3"	"CT4_4"	"CT8_1"	"CT8_2"	"CT8_3"	"CT12_1"	"CT12_2"	"CT12_4"	"CT16_1"	"CT16_2"	"CT16_4"	"Perko_1"	"Perko_2"	"Perko_3"
"Numb"	1.34661434596419	0.963675114459544	1.97230339814078	1.60505013083417	-0.558772577074656	0.650122502816487	1.62401820927531	0.774114262749041	0.536249121708341	1.70404637182373	1.42955285710293	1.18818983831487	0.826577890285293	0.37834181058853	1.88129457055366	1.61004726096353	0.706649160484677	-0.151619691985413
"Slc25a15"	0.454962571239783	0.703680122600197	2.16895418588963	0.445670332905234	1.54418771280478	1.47928862550959	0.598330760835324	1.60102190318987	1.33544565428922	0.664230636141067	-1.10801935110475	1.30298694396336	1.04801700077159	1.26880940858862	1.34833146109559	1.6717777327294	1.84880239160732	0.812316513920322
"Atp1a4"	-1.21592147340099	-0.799494936313327	-0.743215812149796	0.500610741654384	0.25302133429814	-0.496709155736287	-0.8253192697983	0.204851655909145	-0.485414413342586	0.187137405102806	-0.108209143671299	-0.475017604886521	-0.0382313946263011	-0.034269021917158	-0.845318796508067	0.777745157073316	0.931316282089334	1.8024317955407
"Rpl23"	6.0973140568769	6.70813509453559	6.44956655799927	5.98127202079223	5.92008376796364	5.87220498561193	5.51570648139804	6.47371802684146	5.91107562902743	6.08061975648273	5.98511852311889	5.82228663677521	6.1576392438858	6.432207807947	5.91416392018962	5.94649966382852	5.9319111125474	5.69463666879257
"Asxl2"	0.479618586375949	-0.167534656074086	-0.88035616587544	-7.12229262299135	-4.30192401413582	-1.34750975242452	-1.39448286791358	-0.93215218165491	-2.73981236575859	-3.10631036317012	-1.1696874059753	-1.794400778846	-1.13923149370725	-0.66850578109711	-1.51376535973881	-1.57351898662724	-2.23190635894986	-0.282952198420393
"Ints6l"	-2.6717824234944	-4.28658840287126	-4.40722640878186	-3.12102651794386	-2.88492590295055	-4.02855630370939	-4.06031745192758	-5.76217242014085	-5.80257431194858	-2.99246336008902	-6.57118175615079	-5.85749463693092	-7.58028491283399	-3.83999870390716	-4.94731123222269	-5.29802183725984	-6.42484350363178	-5.97103834727302
"Ppl"	-3.66153291922276	-3.80946250461345	0.00955197168618938	-1.78903222965479	-2.46684695511448	-2.85690806218926	-5.98762397674794	-6.31266950558275	-2.9782040579979	-7.40142444134419	-1.07633303277956	-4.73163256581281	-4.31039967259458	-3.40294264692761	-3.96154220989261	0.00390014459328114	-1.25206028201471	-0.100357820427682
"Riox1"	1.95667785337747	1.71903235588171	-1.06063603231923	1.68105376339957	2.64592492737147	2.126416157532	1.89250367931876	2.53009545653167	1.7836236221235	2.99639576140736	2.68913315608844	1.60981352330957	0.762707336546214	2.51817745661346	-0.136570920793709	0.414387147261358	1.78458704874491	-1.32640466282752
"Nr2c2"	0.175475106810545	-0.238688120394183	-0.621153674751977	-1.97245919287393	-1.28465608332585	-0.515505897622333	0.488207603561683	-1.87355395609281	-3.26694409247654	-0.684432056626662	-1.23020971911222	0.457485755636871	0.573522643938336	-0.366484665833578	0.0382512574461842	-0.786270505381246	-1.40650605912115	-1.37350176016605
"Rbm7"	1.34601613670697	0.816358484373307	0.39560045826455	0.596638110729863	0.32695877566983	0.536119743382969	1.38976312629628	0.00575370069128667	0.726258166610251	1.7922249810712	0.876788519182263	0.931053004973496	0.269402746466771	0.72038625552938	0.876747555896763	1.26679896646478	1.19874660736371	-1.62646367485955
"Vcam1"	-2.98561847066757	-1.27728960638711	-0.914252963868321	-1.20089115964863	-1.12906243500013	-0.365285846444195	-1.48081333830157	-0.270149465404916	-1.68987573939238	-1.40207062621547	-0.844883900472936	-1.05540660808427	-1.34648396331267	0.237601545451611	-0.747929350869178	-1.9569530990828	-1.26169713776151	0.46991827107512
"Rps27a"	-3.7850935206794	-3.37885759042155	-2.69913704465023	-5.25748975989843	-5.52905387996703	-4.96402843523499	-2.83351156468423	-4.46289926995264	-3.16862183169108	-3.56577226644311	-3.95177393037957	-3.8142392001624	-2.27901705107322	-3.59551091525309	-3.60975855378296	-5.05654483182954	-4.30786004428593	-6.25339035510339
"Kmt2e"	-1.08210456587383	-4.30972287141108	-4.52959351870919	-4.92611681629142	-4.62034280755342	-1.92316523021008	-0.854854243491022	-4.60234841858922	-4.94471507937136	-2.15704205137607	-5.20852626197541	-1.77418001402608	-5.00207203760967	-4.28660473150946	-4.51798659278851	-3.92276307230602	-3.47269039835403	-0.356619563711721
"Cux1_1"	-5.55424843191524	-5.49094163623189	-4.74643352963098	-5.88708237664897	-5.04931134607967	-4.60547056643567	-5.4661708663374	-4.81498455967157	-4.81990365285153	-5.93383677614041	-5.48423867880033	-5.05106537880522	-4.99000662929706	-4.93102718571119	-4.82930498440074	-5.97671190702172	-5.09871267303713	-5.67499615393521
"Rps5"	4.3701230544922	4.29999001490329	4.3295083766858	4.02860508406099	4.28150734492895	3.77349185203704	3.37984029088129	4.29611340464696	4.45116354358074	4.25698558888224	4.3652508131394	4.40955549738615	4.23742734358677	4.72227226681949	4.76388579385129	4.11529950170634	4.48909861758342	2.86404585980303
"Stxbp3"	-0.256321618207149	0.315100983733696	1.14042778184409	0.824956584125605	0.824851475812537	0.767468192486245	0.433660337403065	0.574750119750188	0.753740374491287	0.548988526940352	0.607368118909527	0.816725014168984	0.422071369932876	0.757656304601387	0.500026287946689	1.69813617810891	0.92398936289792	1.39353433532958
"Ap2m1"	1.87126402297426	1.43482755160492	2.4720893320614	2.23572300604071	1.52202152567238	1.68914479088897	1.63352319575463	1.1078809317784	1.93052519549652	2.18487214160507	1.98289784825606	2.51359923651122	1.68222934308153	1.6544887843257	2.08936242454518	2.94776695153689	2.63240593468845	1.75914217867915
"Homer2"	0.827658857641463	1.42775760148263	0.291449336949029	0.534508702392262	0.666738845632889	-0.0011741290706091	0.241555404468066	0.312754858440286	0.366632744386862	-0.00337467732151708	0.576085572892566	-0.277519421448417	0.479869893026741	0.106340790390565	0.991404175583316	0.918149499078783	0.429098910010875	1.12345240874473
"Cct4"	-2.10076678898686	-0.991848302258632	2.59965582568219	-1.18953180442813	0.374720129983817	-0.50392748131744	-1.4528537511482	-1.4966712494308	-0.375343547386652	-1.11113017670811	-0.017316285670443	0.00184651489753307	-1.04791526416994	-0.455687653154278	0.0601537089817334	0.0302262363733696	0.234860791469085	1.24876062852148
"Adgre1"	-1.61008739626062	1.29025575993387	1.0156359888273	-0.380914599294421	0.468827756828134	0.256892283029106	0.64638932568247	0.551251922116478	0.321787156076834	0.414382084756451	-0.511655398397025	-0.733884984175855	0.184676079442863	0.513379412967506	1.19610900347153	0.881817087721132	0.0372263151923811	0.64168149237544
"Nacc2"	1.30303612378805	1.03984827973121	0.849755694406944	-0.189397220162636	-0.960050236807589	-0.0262701816437421	-1.80160302134651	-1.52546997397857	-2.20072098573434	-1.08783927127648	0.316736607334686	-0.327467781661973	1.61331743973649	1.72613393690061	1.38617126658023	-0.117406121521981	-2.24610072063861	-0.962713992401298
"Med25"	1.0096723624713	0.496712435184577	-0.209464107459976	0.656672973018193	0.0829930596667872	0.509156340602221	1.64970576625502	0.993806536576301	0.0856494451884622	0.546340214710938	1.02402520552636	0.948512226424477	0.695117782606989	0.531247301064823	1.33986472142643	0.772923253624722	0.086521658372245	-0.0862962087621888
"Anxa7"	-1.00968764749809	0.893993326767447	1.19526641478969	0.708849997512988	0.70958044178121	-0.96206697066188	0.62887280183455	-1.57035566927133	1.40131339684631	0.0417702253686159	0.197208847118624	0.827788084690251	0.616159758943596	1.36533897378817	0.436754478405753	0.377072998877868	-0.0442784482490985	-4.40555908283718
"Capza2"	-0.872522562693209	-1.67434171245914	-1.27773144083466	0.176335107805254	-0.922730528895304	-0.751120862467864	-1.94499757898385	-0.864488992183428	-1.42792130724655	-2.25120977606251	-2.35760413362955	-1.62804120448011	-2.48173030166319	-2.43548610180774	-3.82064580450842	-2.16054965797743	0.571974441468832	0.469183555938528
"Sec61a2"	-1.35706345132124	1.76496866663521	1.53952687706797	0.898599081173515	1.4170945487426	1.50705743916933	-0.0455651228959404	1.97265171593416	-3.84359572244279	-5.51106252883296	1.4575828281303	1.74175885094771	1.64397946986113	1.29643396275591	0.555765348508778	1.8260167943675	2.17034293338804	-3.38229925210107
"Plin5"	2.21127969134621	2.08738340755654	1.66622668080426	-6.41506959271878	-6.09789097043111	-5.99359032276484	-6.50039459667813	-5.49711019135141	-6.0913567859408	-3.5676873502416	-2.81271149439053	-4.47378042494246	2.58943138738813	2.9078096889725	1.1835090401759	-0.362792111697939	-1.35703125347974	-5.47995472128566
"Rprd1a"	0.872997829955182	0.200774756597536	0.423171851880479	0.955426245824455	0.0215489683336934	0.28365668133776	0.815821329802304	0.717202470409283	-0.112363174690632	0.564036084768166	0.233731975146206	0.327862310441265	0.0764407886001166	0.32149767194484	0.144442534472194	-0.513261087349107	-0.169520236319475	-0.530107549121436
"Ablim1"	-2.00796000546886	-2.88931735841834	0.120538009287518	0.111338512450857	-0.62877689870967	-1.11386168755705	-2.18786467143874	-0.989056245706813	-0.597985543499814	-2.09235592352257	-0.957900937702366	-0.830601491816072	-2.78821400081385	-7.630867845705	-1.72208932443688	0.869268117491544	0.30450697993729	0.813392833816458
"Nhp2"	6.71630321160571	5.80457372705147	6.21082042828326	6.00087220333555	6.30254895036685	6.38012326073245	6.19978628818463	5.79727825945331	6.89869171249651	6.67636856407609	5.73569453394594	6.27279022628419	6.8514630700419	6.91693909919199	6.33142234947049	6.0002195825824	6.63687597172999	8.16752057953391
"Rbm8a"	7.40465068490988	7.11639064999794	6.82304201008476	7.45076348905803	7.3089265578512	7.00989933222718	7.47765502372016	6.83809253671508	7.34008697235167	7.21103779061595	7.35575904493403	6.85979539094285	7.35504513090897	7.47614424225387	7.42539626448406	7.30128360123911	7.17129858721019	7.77979864520586
"Dlg1"	-0.463279008948536	-0.18888314689972	-0.0544724028127384	0.156813317560424	0.667697353396267	-0.0501361104408993	-0.65391379262531	-0.775311851723007	0.44121596697855	-0.254926000714438	-0.988485963267948	0.53359373633085	-0.0259486897892707	0.546087357544874	-0.11907786615858	1.89082824627207	1.26114807872565	0.36919275474547
"Rpl26"	4.39918547954485	4.23510769487518	4.35756342730261	4.10072924076353	4.56800532427073	4.18317042104238	3.93864161191819	4.04039099845157	4.65491419952533	4.52321105460368	4.2165280663474	4.07084332796521	4.30571315996945	4.72677464388648	4.60702690021249	4.48224662603235	4.15839549807235	4.46627414570962
"Fads1"	3.030961432061	3.12265743973535	3.11661041076105	2.87699035626072	3.47191296491019	3.6560852201172	3.10298189051718	3.73554476345415	3.32742608943298	3.27347487072008	3.74611832463124	2.99695247704673	3.06780780712269	2.98723217767456	2.55352583354681	2.95114111999341	2.47083547229969	1.86153888811373
"Smarcb1"	2.41255247698581	0.864625808798639	1.08963640297091	1.04092902593507	-0.546834948187485	1.49735990472195	2.79401711280872	0.782329822125487	0.502181686425349	1.3168532000219	0.973221856775208	2.13021679417418	-0.339458869163039	-0.284435590641202	2.4607734381539	1.25585338483823	1.03273886954244	1.74938501086977
"Zrsr2"	-1.16581672343169	-2.86260795786958	-3.21322222337275	0.0614261501772546	-2.63388011167096	-2.15437251622239	-0.861940211305775	-3.843533247615	-1.8963728831561	-0.0475163514749326	-0.362085059692038	-0.83575290309561	-0.713678347377162	-0.281923200367071	0.030499731926195	-2.64881866281699	-1.37105529438392	-6.90277409808917
"Atl1"	-5.92999851120227	-2.18982981407409	-0.683371870485011	-2.40379285769876	-2.67224055962624	-4.83585656974749	-5.77880385254848	-3.03088939153517	-2.2046662758734	-5.65050511854426	-4.19583940731229	-1.02863778313361	-2.0582491971153	-1.16186822591319	-4.15887319658639	-0.789601984287003	-1.82013057382943	-0.0708349434216906
"Erc1"	-3.99442046255707	-2.2254442645592	-1.43588851396022	-2.74651781562807	-2.29708312112553	-3.74161826915905	-4.86474096979412	-5.04434101184813	-3.44640516463445	-3.19958784595171	-4.19223598761414	-0.891715788803296	-2.133483279101	-1.89677623441104	-1.57717900447936	-0.496923009586759	-1.09241840994667	0.279975814486424
"Usp42"	0.288446870683334	0.0900285440012887	-0.570280115653002	-0.156316241845744	0.701344873339416	-0.00663960273326936	1.30518326733891	-0.0551918557038888	-0.0931875967185256	0.294304175949133	0.120396284627077	-0.359830765887089	0.508039427749534	0.274920761919606	0.687502211855975	1.42913807258418	0.400037709238735	-0.917014172584171
"Tuba8"	-5.85516877057102	-5.3024914509063	-5.81136518076951	-6.11673535191109	-5.53136186076843	-6.29114422126353	-6.10347623689903	-9.83441248158153	-5.83404373693697	-5.31994583328329	-5.11134909429476	-6.13158194310232	-5.55827060276648	-4.25918754814998	-7.16683713279794	-5.26095455405382	-7.00125816865534	-6.57355007473788
"Hnrnpdl"	2.23101474541863	2.11726895603146	2.13163067449008	2.48759518983108	1.84283543773093	2.27417614341085	3.19528972984005	-0.0279471796939887	2.75259193573318	2.1288421852423	2.58902021972867	1.99468665469097	2.20229586333934	2.61434518052657	2.21224433480492	2.34011831710905	1.87819487347083	0.802278275979074
"Serpina1a"	-0.537482884389316	0.730257777690568	-0.0816816851503752	-0.385518244485155	-0.168196539451824	-0.32662982262535	-0.495162393362115	0.168921991720943	0.0458818377755854	0.454017822222294	1.3974445316167	0.889417418483941	-0.306135303021925	0.838426622477307	0.40500344016527	0.555822904706606	-0.743179259601547	-2.11994141457951
"Anxa4"	-1.03943617341985	0.198560464390159	1.1062986905754	1.36449182230988	1.05429884269565	-0.995669991530075	1.17091258016883	-0.728286830002755	1.64414938007137	0.984248806938695	-2.63440279384714	1.7481603687739	-0.909595249131502	-0.494394806307511	-0.596230387122738	1.32084292473954	1.56383762047311	-0.329382829254211
"Polr2h"	4.6335193906649	3.57926887306202	3.49408443288868	3.73207951071599	3.5082226593921	3.53080394955103	3.93856261129173	3.70778093360017	3.57671445498966	4.23193239276958	3.88363013992735	3.9357550221622	3.82314726374193	3.96980725600617	3.90736163836401	3.92319831783276	3.79356611009957	2.67931247054844
"Med8"	1.26667642037331	0.827213656716566	-0.00832775974964761	0.515713110104326	-1.50115009625203	0.456182554530432	1.03777352464233	-0.179888304631131	-0.443595005142264	0.315787062589994	1.79063234035757	0.542237216205073	0.472929162621146	0.063321200059427	0.722335490745568	-1.36541051111632	-0.509135948946128	2.09474992483376
"Zc3hc1"	0.976329869867556	0.980189585846141	0.73087326709657	0.733960051592057	0.17771163221569	1.15484736710933	1.54086747615083	-2.47333809965246	-0.877691202917777	0.164934144980798	-1.02494910296965	1.08874142443183	0.0731193790360507	-0.497680047815361	1.01922650549632	0.910566398441588	0.414568168470606	2.18443002190525
"Uqcrfs1"	1.54812248400515	1.91797788037189	3.07030994391123	2.11373633088112	2.45612870262072	2.26099247988646	1.93897375883485	2.66750842403349	2.66654879931605	1.28801344104015	1.33903620697696	2.54979554287212	2.31582332314546	2.52939687016324	2.43138908091971	2.52578330802596	2.74333316993621	1.74682610337935
"Pnkp"	1.17199943176471	0.681362229215114	1.55252584954835	0.811137174462154	0.396294403921711	1.37456249772456	1.03607559034991	1.08439952602816	0.998618805317054	0.490878653921438	0.460765204231489	0.312837214409896	2.30534284263831	0.0521920371487923	3.85661151842186	0.613165863994748	0.136293505992604	-0.739095848328052
"Alg14"	3.23891441169997	3.72643034210888	3.4235494725196	3.37705592350546	3.61052025128221	2.90579360521342	2.5590902304051	3.66601579414849	3.53005375437515	3.91495918850213	3.56036445483334	3.44752793989594	3.49334926522359	3.44048877721982	3.46173397784028	3.19170232825807	3.47723467235231	0.254209403255217
"Cul5"	0.331324512134035	0.254801636106965	0.906942572952115	0.0355146892796974	-0.694029002007053	-0.754096764185483	0.159345502875841	0.30719948897897	0.581043265666217	0.36685149779877	0.495049999401765	0.185702743932861	0.256049537520447	-0.219949044668553	0.0957019511917068	0.446973861823956	-1.42886576018249	-0.88824542411276
"Idh2"	-1.16607265369799	0.157257988452752	0.763398833177924	0.40995312638853	0.522961965098158	0.299649891970663	-1.20252099244076	0.134109934927366	0.234199971672581	0.013464822648924	-0.557224362372562	0.18285281424145	-0.465533148633938	0.0663050594885704	0.144210187268818	-0.0394515684530141	0.0880209342148568	0.201270728750597
"Tkt"	0.931141913254898	0.865434723724949	0.892006171632818	1.00255292107372	1.9139826982993	0.732333944721319	0.678708415694611	1.20958817408041	1.53160045275661	0.363620329947445	0.419525049033275	1.67802610403585	0.22015093148741	0.659192588226308	-0.0446093748707135	1.46276684852099	1.73037614375434	1.48965802765717
"Dhrs3"	1.64328143606991	2.17092867663275	2.2450571358225	2.5361985120154	2.41280954226907	2.30850663968422	1.77648533979297	2.73126911603258	2.25726033410713	1.43018280384109	2.02500770025333	2.0407623217091	2.08052085517583	1.50515501291667	1.69099457314621	1.66624874011042	1.88560143076331	1.92754697805388
"Bmi1"	0.674095317200578	-0.157387087189065	0.198847358625457	0.282973524764518	-0.021944982697498	0.200927326986491	0.652301441412067	0.280494759374463	-0.69728021630679	0.0980944876824132	-1.23437259885402	-0.415896689706692	-0.864105510829194	-1.22408394644166	-1.08370355418837	-1.79681668361615	-0.848305970053168	-0.611487826985197
"Foxa2"	1.00707531878667	0.706255616978112	0.153353744080018	0.523835694961242	-0.0161368790349421	1.43366276586911	2.30816521448434	0.848946183916762	0.185618271853613	-0.0312047398253199	0.0589299982042917	0.261655207200523	0.3086238993892	0.165048060453056	0.0639304109594185	-2.12491488911182	-0.752782953543235	-0.0782671354813473
"Cwc27"	1.77410721945386	0.904385714629498	-0.930127830439737	1.61293356113307	0.156790805644054	-0.545030286846103	1.89605863675321	-0.706451404711828	0.0345553040123221	1.82914049676472	-0.166606181151074	-0.247381714599477	0.684806710601173	1.07244904050303	1.02814368814137	0.732760063499779	1.13374315581979	1.72880256651489
"Anapc5"	0.873937470077223	-0.311981560032805	0.353336148091802	0.255198435047323	-0.411564566188868	0.0579411686903342	1.03292669908033	-1.53274704045734	-1.96919813411421	0.857716013510792	-1.26879538055881	0.943715783724222	0.3874345511129	0.833122841967562	1.1185829579392	-0.0792488443226667	1.62682312957944	-0.026417465802588
"Akr1c6"	0.180147780212181	1.63910077150657	1.80527085868152	0.131124902294616	0.84024000598102	-0.377136192127953	-2.54746578426563	-0.377603054735204	-1.06733819380967	-0.769584387166848	0.012803086623645	0.630544231213523	1.98794665967457	2.17016193653739	0.508562204336467	-0.658751601677192	0.44595157738565	-0.273488110063919
"Copg1"	-1.28472242613108	-1.25146534414941	0.123292023006986	-0.794766976805317	-2.48120997969137	-1.22572884987339	-0.81671122399954	-1.16000210013811	-1.52866960000783	-1.12413058853353	-2.0193699416054	-0.283252298579381	-1.03255684867039	-1.14205422562419	-0.06502789573182	-0.743076830734925	-1.34333564959603	-1.0585619325952
"Arcn1"	1.35108549462754	0.100167689897237	1.1308104087542	0.235685961308867	0.513842734125191	1.0791495761965	-0.124174300861682	0.43511526984118	-0.420171256643698	-0.364353557131786	1.13494503493778	0.711856030130829	0.989556867755503	1.04405857333174	1.14713452857452	0.279296800539132	0.870466772463587	-1.01500788092526
"Angptl6"	-2.27445555676461	-2.0837151230479	-2.12507315504666	-2.67998505446086	-1.35590317681197	-1.69099131665617	-1.61084692799829	-1.73280105375551	-0.313274872129004	-1.14442161022579	-1.43363146649513	-0.613040497848878	-0.755743902200013	-1.1193570591646	-1.74763143567083	3.09161547175665	-0.279761922514499	2.26253695944207
"Slc25a20"	0.646416482193072	1.25618887363801	2.67081916151536	0.941400167751834	1.3167665595558	1.81468450532886	1.38792479478285	2.52544802618857	2.06326292212378	0.884723504927798	1.12192408168899	2.17863124787334	2.29350556884348	1.80385905885811	2.05566322935608	1.83912423637381	2.53345910586872	0.663421420799125
"Eif6"	5.58639983945742	6.2848844756145	6.05121210537348	5.39786114859345	5.91524026185794	5.2945206376503	5.18256280252237	5.53040014191429	5.07301190227633	5.95750938283291	6.0900964242045	5.6885918814833	5.7098720095331	5.22027769736729	6.34552761913826	5.42017763933567	5.88579388056521	-0.817592211504252
"H6pd"	0.508694788264872	0.577729647659059	1.39372183640599	1.01539471203528	1.73916479149118	1.25996064514837	-0.25457702849306	-0.343411331864054	0.727901561676948	0.875970305226666	-4.12977433360837	1.43988091287444	0.276518524804754	1.33803703596662	0.757223785611682	1.92438019503074	1.74935954014478	0.0549797816114008
"Ubn1"	1.50444430399769	0.670732643756104	0.923807315183041	0.388317298919837	-1.19763035532518	1.38419022346904	0.786168539419442	0.464267176247191	-0.240830013011397	0.299673162845416	0.555968475586415	-0.339685837879166	1.16198076033178	1.52033901531931	0.824890030403857	0.335714281909159	0.676382979508123	-0.138502398244071
"Ybx1"	-3.82063214120246	-3.67453780901129	-1.62924042206568	-2.68640491052177	-4.4754961369539	-2.1439940382082	-3.45480050436353	-6.86922409066884	-3.1111324075242	-3.63560774299098	-2.74792699859062	-2.13003959507608	-2.03351377106073	-2.41829394937245	-1.40829267844799	-3.00350069153949	-4.56979743049989	-5.66847696663528
"Riox2"	0.845612560802738	-1.42180792883885	-1.01365513905727	-0.196991275405423	-0.567602988051927	0.5124306759039	1.51642624170976	-0.953794682946398	-0.393205861140196	0.153475384291809	-0.543522291678521	0.00538110690433413	-0.209824869975211	0.445200596123946	0.174511189425264	0.97800512832638	1.17554544646933	1.49892169284917
"Ldah"	2.58252234960679	3.2081706172204	3.51461291793662	2.98105090304083	3.00092228754353	2.87652381939486	1.38967096669667	3.40924794169654	3.07074606877314	2.78539763501157	2.61056538322084	2.87178024357916	2.91492251871119	2.62018718263373	2.82540102113382	2.50420245533684	3.04865639344214	3.34751565950303
"Cop1"	1.78205593982947	1.00833097921916	0.125131888602425	1.13744525606714	1.72660164449434	1.85406451701723	1.7340709807952	1.30387583138805	1.71554964643518	0.812432847512625	0.857894722223463	1.34194644424824	1.37321287470704	1.3076612038095	0.709609204660225	0.257040323851712	1.24792935693338	2.8363414100642
"Rab8b"	-3.43233479150573	-0.638273105341199	-1.12702311518075	-1.16975387812833	-1.35503662731357	-1.47116674324574	-3.65902983472814	-1.12562158863874	-0.689690835971639	-1.16833987357161	-0.911381029869286	-0.650285078766238	-1.6176047590227	-1.31113042062367	-1.25527766525789	-0.333548660494898	-1.23513411008208	-1.59020597348631
"Gse1"	-0.258740291084056	-0.585207135982653	-0.338198752299448	-3.30348768009479	-2.67670899307656	-1.49580465529055	-4.79658440814721	-2.80291832352209	-5.80200145344535	-5.77062165531041	-1.10332663876963	-5.1263825804265	1.05856751240126	0.587820136597418	0.223731021815098	-6.54711953147678	-2.00300879416568	-4.02450586663447
"Cul2"	1.01876318310141	0.241263384901075	0.545304406337277	-0.633759510645373	-0.841357863304918	0.228242989747237	0.879180911555036	-1.57937851263173	-1.15952772637356	-0.599880983004894	-0.343299411341079	-0.334999403056617	-0.126603896750126	0.280148198903738	2.85277392082986	-0.0703153413849655	-0.627781348324149	0.10776363088236
"Flot2"	0.109374001764788	0.0399201333877883	1.04540114118657	0.510256995389803	0.735277526462241	0.665687309781273	-0.40372056585225	1.55967815784985	0.691721310425837	0.0377843108183242	-0.100798813691586	1.00556771565018	-0.15865748730069	0.57774390621325	0.362364833199031	1.9772321700983	1.39678505567439	2.17070538739094
"Ifitm3"	-1.26563166655252	0.167364924086471	0.610657830099001	-0.593414604375596	0.0882399455395451	-0.132596336770931	-0.979315441341505	-0.311073484494759	0.349657205573966	-1.22871640338675	-0.517580790678757	-0.154168506805984	-0.228836181736192	0.312458757441082	0.171805319387591	0.121895459706529	-0.666848463144039	0.769459159695131
"Aldh6a1"	-0.406106100419134	-0.0979274353546842	0.892335598924902	0.743693003607373	0.51914452914054	0.379881792677164	-0.356372354904558	-0.327383300272341	0.747470991145821	0.0776704854514492	-1.92847968561503	0.917309087488565	-1.28181597074984	-0.645868189120591	0.0404119015073547	0.846230617768796	0.857351670060211	-0.433337520916169
"Sap30bp"	1.61751923271402	0.495440649887247	-0.316156527374634	-0.0294162675553871	0.812061494154456	0.893346730971835	1.67807241076603	0.482105924901383	0.155593595842298	0.211208938370707	0.446937083117195	-0.395025979671246	0.0828031521764565	0.146078195787595	-1.17413250974064	-1.39442149256783	-1.23454569183373	0.21035373530361
"Cdh1"	-1.71313762928509	-0.995188742408338	-0.118496595727525	0.233868297530844	-0.273807635682001	-1.15959326972255	-3.42198017578025	-0.896605929843101	-0.53367805647175	-2.94130859968729	-1.77126327282204	-0.985808835633268	-1.82485626656509	-1.61564118401198	-0.739401588676959	-0.159343112231269	-0.68783101401883	-1.64862991586284
"Tox4"	2.46166149820325	1.00524078950226	0.81160492962228	1.31873434716562	0.935053389362675	1.37984313858002	2.53116511428218	0.896900766822885	0.766676682066777	2.06870268816451	1.3572714281872	1.23616034155634	1.04812422115058	1.53365552861233	1.00782593029869	0.533784533444468	0.866143827416035	1.21510850479681
"Abhd3"	1.04077106691768	1.64636962039856	1.78989240978123	1.73143434547754	1.18059107623005	1.64796145731278	0.943173079870387	1.47526849154942	1.11689447843769	0.793562209963088	1.5114447329943	1.32323963041928	1.60358700334025	1.33229400572231	1.53345025434904	1.31208591100744	1.03988876912655	-5.97088681024231
"Tfeb"	-3.02017628498933	0.0791298293410954	-2.13799468280988	-1.49024844096853	-2.99068455266761	-3.05168921118375	-1.18961276541161	-1.42266360336315	-1.96392748936856	-2.88872593544792	-4.32935432828274	-3.53658758618471	-2.94901722304541	-3.73357600142298	-5.524084611015	-5.33705329708478	-3.39348169658967	-4.55301426281504
"Slc3a2"	0.767339707941606	0.806297752361964	1.28862103188335	1.6296709747301	1.37575683012926	0.749003914315878	0.406048941990722	1.36770254226812	0.879119430728029	0.370260971578858	0.814191392588008	0.990798353159562	1.14901512039266	1.10396363139035	0.855026091170512	1.44458379972041	1.44925944046648	2.02431679893815
"Rps11"	4.01276772613375	4.24418081154801	4.45371264762642	4.23958495787147	4.41982364012458	4.11222204451379	3.70144912763913	4.14194776924219	4.3915482827877	4.48929672772667	4.32764492997089	4.1364399808651	4.29710165666195	4.03949025937248	4.74739782377097	3.73376992243977	4.1984253277325	4.55796350149648
"Tle4"	-2.87747241277909	-3.89684353443585	-2.70088206398244	-5.66347042174611	-7.63200467484146	-6.57840723033788	-3.74547289562022	-6.506362924329	-6.96681634104544	-6.78076799876482	-3.27883022049545	-3.92525861738675	-1.56791408781944	-2.2916268847949	-2.76319037731965	-5.23134763900012	-5.8691656362599	-7.20537135030935
"Det1"	0.0389643795800367	-0.466904111442002	-2.00004428452349	-0.581025123537795	0.0986418256963226	0.170506060558843	0.344790579647743	-0.599444602333637	-0.143851548645515	-0.484557016756014	-0.483171413346895	-0.268885929395964	-1.25196709671898	-0.400736145980822	-0.764535794567731	-1.20570852762763	-0.993914365631458	-5.78669469603163
"Msl1"	1.32283158373237	1.66751729133328	1.12027613147106	1.28885881472299	0.909975914745047	1.13818975867018	1.12371626320183	1.22213353581297	0.787394489187321	0.621407415205145	0.919807056957566	0.70983875830969	1.46197190493519	1.09190788669716	1.36002948096533	0.751747948171989	0.478862847398769	0.249819373257523
"Maob"	1.37497138830624	1.19094613717538	2.37154027010005	0.505008528182085	1.98626101496845	1.87816405299998	1.04154929705018	2.52475806749703	2.19427107026002	0.10932412925073	0.387489381549329	1.01548584492394	1.16905438421885	1.18113991612149	0.980708591511636	1.72500045984694	1.96301161660768	0.760138052257442
"Men1"	0.334261490448306	-0.0271517094270912	0.604808252360726	-0.0937209887249431	-0.868273108307484	0.278284294544758	0.242518101081274	0.172427567551054	-0.558565732700703	-0.147458819180692	0.631772291213473	-0.614032446148745	-0.212097329934224	-0.134477724598753	0.232371925100928	0.158306408439028	-0.369624444261348	-1.27212923081803
