"CT0_1"	"CT0_3"	"CT0_4"	"CT12_1"	"CT12_2"	"CT12_4"	"CT16_1"	"CT16_2"	"CT16_4"	"CT20_2"	"CT20_3"	"CT20_4"	"CT4_1"	"CT4_3"	"CT4_4"	"CT8_1"	"CT8_2"	"CT8_3"
"U2af2"	6.2807932266456	5.78033196973136	4.92862092170456	5.72645379553626	5.91942894885966	5.14895945157664	5.75508697444933	6.01579354129852	5.55036443396433	6.21817970179526	5.32060096090931	5.20082996844907	6.3024168023344	5.37676406173366	5.10162050491737	6.6610935672689	4.93305250781273	5.67711435217567
"Tcea1"	2.44100390994666	0.716642962754282	1.58058459037703	1.99657235256418	1.45724414292924	1.02592978967105	0.440708767942009	0.967682988238526	1.58188558306066	1.16586473958411	0.883772510132896	0.208108148248748	1.77479753478253	-0.134724219450334	0.0956073496125036	1.83875364210801	0.482885384456591	1.0761018864616
"Sp110"	0.101706866068213	1.03799661267307	0.833093397473743	1.39413764745066	0.190143912067445	0.569774029394921	0.948978945226152	0.767797813922559	0.304564639272222	0.506866167666566	1.09342145362647	-0.119222005857836	1.08789886145572	1.07539454314799	0.125487179489024	0.528412062672107	1.4639485840846	0.659318505920364
"Mlec"	3.58914979730758	4.26032707673029	3.9210598710301	3.97226401553805	3.84519213951195	3.98393050931195	3.86380716515091	3.68513691086587	4.08263722491974	3.76375929289498	4.1738797189258	3.90060701892999	4.59787275739449	4.01595042949799	3.68386250396926	3.04704253620474	4.42771314342547	4.2137999724145
"Hsd3b2"	-2.82693148806389	-1.97692852886243	-2.59565585393381	-3.0063092607405	-4.14749345877467	-2.40228544323602	-1.8799465162317	-2.41611486238821	-2.49302176036622	-2.37590140273154	-1.82724057928016	-1.68025647961713	-0.721931255502323	-1.78443205020732	-1.66784777507006	-1.99158613450561	-1.04695376280551	-2.39494107614988
"H1-4"	3.89204674782757	3.17655813224596	3.51470548076027	3.57262528110387	3.72290870752405	2.50934663179735	2.55656551903177	2.94023509110603	3.54243448164647	2.74831855031476	2.59362355935663	1.94538942394185	3.06879856108608	3.09879008092508	3.01614537484443	2.92457170225173	3.32481720851939	3.65199204963622
"Pno1"	2.92627738285514	2.76350109961171	3.66362306645117	3.0600868171796	2.997256116189	3.24592614149717	3.58803738941165	2.21473272343464	2.89973449225753	3.43129024507733	3.45022028670475	3.55534596216028	3.56457760442081	2.92094633571146	3.70057883822809	3.86933433723543	2.71429042942494	3.64544023560352
"Cdc23"	1.95294790604006	0.252119599813007	0.759639895316596	1.44275010462555	0.0233046624849642	1.11454679300859	1.15125850953102	0.898663115854401	1.3431589950283	0.362348073649848	0.511144701432109	1.3724595253442	1.10479231241336	-0.905356703175833	1.04114999009756	1.67625981760429	-0.114772902514453	-0.505565812250563
"Dnajc1"	0.688720735941054	1.86809535791996	1.2329377252547	0.838367501813696	2.08261831932545	2.19759843372297	2.24171246752563	1.11725678846225	1.7945525597206	2.41823368652454	2.27676337190719	1.13960909277399	1.19961582382867	1.43166719003321	1.34023786494217	-0.27031136023809	1.66799949135989	1.31449717906398
"Lss"	2.05412023937818	2.44865072052334	2.40159669551204	1.41519292063533	2.46161221439031	2.13857632880687	2.03140339464214	1.68136277848577	1.45456548808025	1.55903998335042	2.72838211460277	2.10522919714489	2.29390503047728	2.85364875141079	2.69178574586233	2.08681332483908	2.60645870717198	2.02039359736845
"Isy1"	2.43208710106439	2.92469906424394	1.91459646674652	2.7718074117248	2.33449655946166	2.25597849083972	2.52612534938944	2.3046186726896	2.47678614494986	2.94602639181069	2.28483056385008	2.61964227320416	2.60409039505468	2.62624161524523	2.40068785286415	3.18206611790706	1.7072718348161	2.44280088753997
"Scfd1"	1.5995473035018	1.9929486011667	2.25217170576183	1.69192230762437	1.53290012566706	2.05676388796351	1.8841046181944	1.94520787519861	1.83828835549919	1.93024745540729	2.28519006206084	2.00375348744255	1.74020073489265	1.69090253842101	1.99063509022197	0.679558664688461	2.04245824203824	1.6704219312782
"Aldob"	2.27152580756429	2.89073562219492	3.61160990632598	3.2594787028789	1.71537240994948	3.09285156427595	2.788210867054	2.91535994934903	2.29914205779363	2.66515861458818	2.44205478666993	2.82467529553972	2.78051105290263	3.68138307369284	2.97237489227324	1.72091435161306	2.61565532565508	3.42774795626449
"C2cd2"	0.836576569299996	0.600055480421311	1.12664278302595	0.55750554294632	1.41499203724587	1.20228064530009	0.930301058316406	0.813785419611897	0.949079922499479	1.28257146886675	1.47561137740847	1.81973636914898	1.23652557956557	1.2188480914471	1.29300979001265	0.154671727143221	1.21187550998762	1.06918761260044
"Wdr70"	2.08001529040313	1.43277081952026	0.499181507023795	1.8491331444597	1.83165676520157	1.72450307231692	1.49100565760177	1.43465611081087	1.46937711891137	2.30327408466828	1.78227811960113	1.63960321452	1.98062286437435	1.55337381544112	0.836605012632578	1.99877918395848	1.16276909229047	1.47939524060506
"Bgn"	-1.27725660413704	-1.41067823610951	2.92439632964308	0.310467089956184	-1.85859921769465	0.262382024567621	-1.10012258091636	0.860839407015916	1.04580682382989	-2.88999608407996	-2.05497247735451	-1.50096014113807	-0.69351642532558	-0.517767166527658	-0.105932482054289	-3.62138415670183	-0.130886513592547	-0.026846163087189
"Sde2"	1.60707013888774	1.22758212472892	0.759269965062231	1.77110552831731	1.88468908076495	1.27165236448225	1.41146905654256	1.69152242017495	1.44154326546137	1.7178406207854	1.36579343048162	1.20157341918973	1.08683913015719	0.937879106844807	0.434650394667084	0.740311679828885	-0.166212618014963	1.14563852778553
"Dars1"	-0.0570322524256319	-2.2292153596842	1.15757308791142	0.34585265639096	0.536037405771079	1.23246326688305	0.365735105234066	0.916555155376361	1.52715124756709	0.843566339040429	0.0654792246354994	0.6061749357393	0.316424764617448	-0.735882281960933	-0.200778799871649	0.0728490510008655	0.897429724321494	0.318930542836707
"Hdlbp"	0.925706393923907	-1.07905147518548	1.31020737104442	-0.443142853331302	-0.995686224892641	0.700170268747915	-0.728614395761323	0.307070902386691	0.0671558804091639	0.124433567558658	-0.540528922057952	0.660197616213235	0.428259342604886	-0.648182596785688	0.583040448440048	-0.142620285950894	-0.955585564057841	0.388969152372585
"Xpo4"	0.741571862039592	0.607122652160644	0.0217643546085959	0.676539294134116	0.883315415711092	1.05242747924109	1.37715088324631	-0.0813993569483458	0.517451565125928	1.29181663275578	1.97960893889439	0.679672211378541	0.890615420412995	0.831122283965218	0.649328388334354	1.69302321797564	-1.35501757139769	0.618823923627222
"Znf207"	5.57732384374247	5.37904077001431	4.49607898045465	5.82043353833631	4.88981679891874	4.71607514920193	5.00613363126885	5.19902127139978	4.8819078618503	5.13958665398955	5.2296377571705	5.15673998426475	5.08516605110344	4.72496492732948	4.8544074573588	5.58530683061704	4.65163666698611	5.22690624498979
"Gar1"	7.96433362921162	7.37602170298212	7.89644529412513	7.79999473024953	7.72034021390423	7.51076395769511	7.6262773604878	7.9970338064307	7.76278258534776	8.07566569078122	7.45469908519803	7.27188639653144	7.56145419533319	7.14228461521486	7.75851695272525	8.11188488167176	7.43012627752158	7.93438255786212
"Rab32"	2.50096087675332	3.31118907098936	3.11980736558466	3.3562815776128	3.03571100173593	3.24638673635477	3.37490309242074	3.43411010574873	3.22377529903725	2.99435818558474	3.50927993672321	3.12341619141447	2.87811956409316	3.28191445411371	2.93486892117554	2.85154601909473	3.35434311311779	3.23548427096802
"Lrpprc"	-1.4137071072564	-2.84025513677758	1.43755803097802	-3.18563961639387	-6.11462421914743	-1.57729891558047	-2.10930041795043	-2.56407878706241	-1.3660485900013	-3.22754730393782	-3.96648423192181	-1.30127639873476	-2.15056117343138	-2.83398511792978	-2.16007637132835	-1.63847678933785	-5.66702073557156	-2.47724055127652
"Nucb1"	-0.455070928267364	0.366119495597037	1.49931084664869	1.1114808748162	-1.45864359204686	2.22445504681195	-0.194305506180907	0.673739103918496	0.705846072346137	0.676224978650595	0.788875471154871	2.41774742623117	1.12125367183497	1.7458047030745	2.01276306971333	-0.372941281539617	0.611882568551792	1.63970690924194
"Drosha"	0.120787679450448	-0.558444443257873	-0.404338500016348	0.11894319053285	-0.471793068044075	-0.0563322027853772	-0.489359039045553	0.42761194043776	0.314805867152508	-0.146268993295902	0.379366361299244	0.0672562817959523	-0.923179406620534	-0.446350191733632	-0.0734338039002402	0.526585300470831	-1.7833118035999	-1.81045044450468
"FAM120A"	0.588237730863373	-0.925242914542977	0.82207265625728	0.16086273778291	-0.264814470989947	-0.0147678955597819	0.460740731430842	0.164797063965228	-0.337913984799371	-1.36717687997309	-1.09997571645073	0.339704622398052	0.00516607042212414	-0.488321687375723	0.522342820274527	0.332845082123708	-0.895141194350042	-1.39292944061578
"Creld1"	2.58431318513184	3.53097226291134	3.26288524459054	2.93346652368422	3.01218701294491	2.7569392145099	3.27055445280721	2.98657294165837	3.20614535942481	2.6368715921756	3.04881572532966	2.8078540235675	3.10431323754788	3.59993306696855	2.63349834187791	2.0371372582719	3.63283078932344	3.04784324253899
"Ibtk"	0.293341096023148	-0.990119162562532	0.610126597812094	-1.09271440272232	-1.89401961209828	-0.927942842912874	-1.85603738503004	-0.607139202894952	-0.339615090749657	-1.05639943160342	-2.25659813079952	-0.55989063418864	-0.609915851355545	-2.58456176977668	-0.973954471000905	-0.553887329645399	-1.18450588484824	-1.53055335510381
"Serbp1"	-0.841551287683558	0.244777693853486	0.698803021401798	-1.61547657386551	-1.95627584544024	-0.668309062297418	-0.463450381123248	-0.657196350908009	0.37090361853457	-1.52817168208792	-0.371109048089718	-1.35329331857656	-1.60895227625818	-1.82738524515184	-2.42767556034351	-0.456153277055094	-1.45816300018124	-1.2782178470722
"Scp2"	1.93996626013775	1.75297537716051	2.74986886724699	1.49691253009884	1.20813983913017	1.86976017731067	1.50324040324926	2.45631315624823	1.36130897463583	1.85005542114829	2.36329201971436	2.31281517652768	1.74902036742245	2.04336992747287	2.03012852346329	1.95185258755067	1.37344128709762	2.13265994238443
"Opa1"	-1.08673664837315	-2.29024821312264	-0.0620314222475535	-1.98931504192776	-4.17881577873647	0.624962761961395	-1.29522724577693	-1.20907684731189	-0.639396475263457	-0.264485343840487	-1.11670353702796	1.41283625372602	-0.484486915099509	-0.183230361664616	0.286852258388215	-2.33861750674049	0.675986085884695	0.516896878550412
"Sin3b"	1.3140717941362	0.625664509182538	0.564944420818136	0.872598126298421	0.741457962640933	1.29085135443425	1.64812876796956	1.80738026085234	1.76419337312652	0.557030002306849	0.373097256973736	1.03647021785188	0.942224665096173	0.505045322781154	0.124037702980154	0.385448571068586	0.391116816869719	0.00198406946805818
"Nsf"	-0.841648976012745	-0.986350951269788	1.21135625503845	-2.5984832815519	-1.84403324880332	0.0440589092047148	-1.7004995724208	-3.21316652285836	-1.65275903287722	-1.70239253124263	-1.47588489839286	0.607280914019679	0.259587994360444	-0.26422620985376	0.710195968518807	-1.69443006110695	-3.29730842929979	-0.767171891265381
"Ccdc137"	1.93747263482901	1.7310394944405	1.66452111111689	2.33460791054129	1.71083541884894	1.74771750694347	1.90119091622103	2.20803735670694	1.62967524177953	2.1065347687421	2.09759589136675	1.75276361751321	1.44830607187648	2.06201420634518	1.2176859655781	1.10374331799171	2.00963214313004	2.33036978664926
"Tpm3"	0.289452571677142	0.64279425287415	1.22858700659134	0.285217649742854	0.697003598505098	0.248494359458846	0.382554177377919	0.494271302903893	0.599394918584956	0.802373909109495	0.543386952067824	0.415288532654117	0.378663443251309	0.638849991501765	0.440220038061494	0.0468782756119381	-0.032274743092028	1.03078102950431
"Emc8"	2.34388139336268	3.18623724674609	3.10214938897687	2.14307460589413	2.38372768843639	2.5310890360627	3.16015152506185	3.0881933132268	2.83796160637268	2.546503002097	3.3180504903455	2.87643057236433	3.20883682225358	3.12003141454656	3.27891956260429	2.58752972411725	3.69806376390389	3.07715518518852
"Acp5"	3.98042995363922	3.81824824110945	3.1958845559161	2.8598057717477	4.00493447510497	3.67478841006402	3.87904380458979	3.26728515189207	3.22822482756962	3.56255219398349	3.53315540699957	2.37362389599924	3.52041180543252	3.95838422322202	3.02407907836909	4.23892999506808	4.37956312438064	4.11949095912259
"Krt76"	5.53715459401777	4.97960787793201	4.24803630790903	2.11308172779229	4.83208626810616	3.0798314264337	2.86447793821551	4.46074898219127	2.93948843186562	3.89213576121719	3.37331852195927	4.8552408634039	5.45822258856038	4.7034702969929	4.32520937877523	5.51214076434592	4.67865413770195	7.6472664976572
"Abcg2"	1.35797804604115	0.817149704102409	1.86217174246371	-1.59261155210454	1.29100384888547	1.07600495857781	0.557566037790604	1.66593486312095	1.5525313640326	1.63552187953967	1.34706712888141	1.54428700889232	1.61423631108237	0.835773530858379	0.509458026913723	0.44774478995015	1.16054182233219	1.1983293775466
"Hsd17b11"	4.54024471704287	4.9938585016291	4.84182613094085	4.15951922592165	4.81499181313804	4.56756866633782	4.92137121682837	4.64835772096594	4.60615761960176	4.21336308461104	5.03904159728189	4.01824541419054	5.0591973522382	4.69240321467068	4.69463167725263	4.57343515285098	4.99327302106153	4.6780462838571
"Vars1"	-0.474038544042095	-1.47583546469643	0.986643256702632	1.93426863575404	-2.27381250227204	2.09119936023222	-1.33582291084495	-1.04544250535936	-1.05850050449415	-2.4452886258634	-3.19212294615966	0.195572523342936	-0.849968009000349	-3.1442227220164	-0.781880025834855	-1.40039050945704	-2.72952862933937	-6.61730412566352
"Scd1"	4.0966074441443	4.72681151662255	4.07717248161097	4.30599443041891	4.71942006004714	3.54606335641689	3.67378605890088	3.29899476063862	3.35934920957858	3.55024316489492	4.40125127840751	3.71571458518448	4.25721391851625	4.85247065863171	5.05925410004767	3.87610177417055	4.53163247630059	3.4718345984394
"Sec22b"	4.1795585138487	4.73503642544806	4.63487348235042	4.03482875138704	4.33517489328716	4.44629673283181	4.55419635802495	4.60577796570966	4.54833934868481	4.20405938391913	4.71392363625881	4.12473018903601	4.39792746028231	4.67028680971486	4.24545919323899	3.77980133197437	4.90653805935675	4.72330064462148
"Wac"	-0.062497025467767	-0.946253935222412	-1.78266054716877	-1.58833764694803	-1.00364379488147	-2.13345225850918	-1.92293028750411	-1.72798676472851	-2.63299064768188	-2.20822795934949	-3.18809592739766	-1.15300873430474	-2.95213909753994	-1.07001534148777	-0.605107793633522	0.247699835559281	-0.916214408580164	-2.54834709027421
"Mthfd1"	0.611397134770961	0.797259027462374	1.7775320855655	0.0832457037390881	-0.14435393937989	0.856854718917084	-0.0817337718371718	0.0669614726504335	0.225902461492993	0.665370780220478	-0.760914062695633	1.20994197835387	1.11332505158847	1.35411474104302	1.67686424095778	1.3734003997872	0.988708483468326	0.230947841967378
"Rfx1"	1.31092615922325	0.36081149474423	1.41873840970641	0.306926861108149	0.00333365874555369	0.870963993314476	0.564127966699768	0.592170398268991	1.1189152564604	0.307150604600338	0.151401353074228	1.09722438165656	0.904643158674205	-0.0993061611713344	1.41150267166748	2.09628057627562	0.587506875338782	-0.207999780374795
"Tapt1"	1.64793064853268	1.52987293106892	2.16003237906311	1.70330919899394	1.82469218964983	2.36245498291018	2.28434201085284	1.81920396665472	1.85045306742144	1.58552623635258	1.59448289862849	1.86840936097392	2.03764479041749	2.04551524473607	1.9522966718764	1.05271881000012	2.0832216451146	2.10197426501558
"Cyp27a1"	1.75681617601962	2.11798270701207	3.17619648455127	1.39336929169018	1.98515369585111	2.61985883184737	2.60797709594649	2.22940028650238	2.51349160633865	2.48379339709095	3.34458074077924	3.56759250506041	1.91118563825288	2.20385101410897	2.60935761934028	1.9638152298062	2.81083536603288	2.54574498709274
"Tnpo3"	1.78058311150004	0.694319375447702	1.84410961287043	-0.389367448494102	0.46094177765098	-0.357077477285127	1.40751529351898	1.49004755782649	0.912722253749422	0.48050952528931	0.830865289181148	0.909546800773352	1.58468563761123	-2.29407397591434	0.784043695845604	1.03640640720166	-0.93359127300333	-1.19739321690933
"Taok3"	0.185646878953268	2.04199830773635	0.900879202094515	-0.106797102674594	-0.127509978097304	-0.0594514467217024	0.150969275706956	-0.120146201878306	0.761191011892791	-0.718754019827077	-0.706962199134406	-1.00606169032964	0.350322020629537	-0.492529723658045	-1.49217958411347	-0.177319165078778	-1.59651112782753	-1.39431922386838
"Aldh1a1"	-0.343264580718341	1.01842021952822	0.896042191322444	-0.224501623900068	-1.52929413062616	0.830368656366208	-0.334972644820393	1.19418522006144	0.000721931397233533	-0.873190879819195	-0.384934783004649	0.718093845840414	-0.293970948606642	0.807873021344673	0.278878118874839	-1.97515988106854	-0.364462481791474	0.247540637192895
"Anapc2"	1.2565185975355	-0.292684198139199	0.87121269981666	0.773303944733211	-0.717663975468732	0.553140953226865	0.649244875348238	1.37719249658098	1.06884479952866	-0.0484023107311167	-1.5473156256523	0.490327550748798	1.27702578307041	-3.08619462073588	1.27992203510699	1.53183062349495	-0.204875002093605	-0.307502910989861
"Qki"	2.75245730605512	1.99108778706608	2.45243226580193	0.762054303190656	1.95962750097301	0.600942326572873	1.11680282417743	0.872384058408191	0.946684391375989	0.613158475940768	0.248143477174779	0.956218997612716	0.847095716846905	1.5360394064537	1.63043431702909	1.50559226789456	-0.389717797761428	0.394554828308532
"Cybb"	0.364589124494348	1.39154702875621	1.54292158614411	1.64742028168331	1.49637766003947	1.73969781316393	0.963081833173618	2.12504744377404	1.53006925293119	1.41967958537637	1.67350940481147	1.09048549312947	0.824835154970572	1.65762527913634	1.62767035598671	1.84827215462693	1.64997996552187	1.69505495597472
"Tapbp"	3.31500836894077	4.0214553480523	4.28507116730714	3.86546629520487	3.82220760575757	4.37920515800831	3.94583209288234	4.26633972359213	4.14395029694204	3.90045696189469	4.3605165197684	4.14902338349524	3.68753532212157	4.41928205044875	3.883342585297	3.53607838628107	4.55874885897973	3.94095461874499
"Unknown_1"	0.46854556214128	1.54278655436867	0.979859518020888	-2.23724243099729	0.610112292998036	-3.21830053540027	1.7568933620222	1.28392458420688	0.798054567063691	-0.627324026143075	0.818145698001125	0.170258713860896	-0.191683427281188	0.0495646424997638	-1.58895992306638	-5.76165819421475	-1.3435334101078	-3.96575789999498
"Yeats4"	3.45865205093681	2.756134139293	2.35571881208895	3.07850434113256	3.15669990559305	2.88680009767039	3.03715467530196	2.76758933544553	2.95142183953134	2.87256528752604	2.27779669384804	3.24174991684347	2.49170883948657	2.28962251271285	2.45956129814089	3.26981820623526	2.86672337119746	2.30704055952721
"Zkscan1"	0.615729890587641	0.298352994210607	0.202552974828397	-0.752460513848263	-0.318844813647701	-1.73927190586674	-0.00852172480576385	0.482043127271297	-0.0115107444508205	-1.25378607868257	-0.962957285863101	-0.157232484390864	-0.940554435466307	-1.3938970338546	-1.07171541664095	-1.98629458857093	-1.74306429941931	-1.02294381779287
"Sts"	3.38164306062482	3.76975998589979	3.75735514878727	4.01631578889543	3.78283481744917	3.82110887140976	3.49598618785048	3.27346654431445	3.8342379889375	3.30251526420598	3.85217442000632	3.51345798431727	3.40981723989518	3.76376919363516	3.43145401808977	3.13867220409027	4.3301058998313	3.8011856170647
"Gimap1"	1.37417374090904	1.89361602719141	2.03185267534883	1.63059530080828	1.65571388660787	2.41314630913068	1.807397472586	1.71280262613185	1.77087973426055	1.53698163065713	2.24624704558282	1.90183371886459	1.87686927345876	2.32488107991709	2.09699712637878	1.04220177464373	2.55376752141035	2.13242129821053
"Myl6"	3.5557766351487	3.77624601457025	4.61737990979967	3.23226115829457	3.56171280451106	3.28455825338544	3.8302933456775	4.0284092089482	3.93063221452552	3.75464766366159	3.80374637156028	3.99978323221996	3.96551502100052	4.17997924780499	3.97628521585734	3.89875840824438	4.26669358796903	4.21548050532752
"Srsf5"	4.15769841133415	4.09253023993663	3.30312206020978	5.02116521189558	4.93233385416555	3.94334107835734	3.72544403028581	3.85861535650276	4.02972312690636	4.71438477409757	4.24952444113348	3.0840570249401	5.01130354941598	4.78388200233294	4.49124695316109	5.06225418342363	3.84691542951638	4.48160757185325
"Zw10"	0.282294717015255	-0.000718377146665006	0.000309765421128816	-1.31524470765092	-0.43222007741403	0.438018458242617	0.450022844258221	0.168117201322826	0.21252559566971	-0.31440254822072	-0.303634037737918	0.132835826085373	0.54428062265859	-0.26476525939292	-0.278545087832679	-1.52173138086817	0.543166503615023	0.122001965640727
"Grb7"	0.599555129135979	0.497262109265577	0.727880156806446	0.701061431170192	-1.56423306762373	-1.61272301311512	-0.299898894391482	-0.872021573672676	0.465198969898196	-0.242381652780516	-0.141119483258688	-0.404842016587182	0.857897668050814	-0.487490942040989	0.462128794470015	1.16545651742483	0.20767809155786	-0.822212524689899
"Mgst1"	7.45537630981013	6.74630752626889	7.12556269695013	6.47033713275296	6.42483725025952	6.44382522368129	6.70799447253908	6.49674626345931	6.47409800203991	6.59389753142649	6.32828404921299	6.14111700389783	6.61334604077723	6.22647905481204	7.00217474889526	7.12005419866559	5.73666076048562	7.07589905183588
"Rps19bp1"	3.19447797294657	3.72168368096854	3.4824065163846	3.34263936948001	3.20178629550607	2.90439365285631	3.24688681686956	3.60519302123397	3.28573504364123	3.56689749997175	3.33115736546485	2.77632516819424	3.91526659860121	3.64576074784907	3.2488144055523	3.52638863845048	3.42942378762665	3.77618110566493
"Cd163"	-1.47966682905657	0.975111778171438	0.918513320072517	-3.03154158429408	-0.378442428695909	0.405809925731223	0.502342358868034	1.46081206866254	0.568321252863875	-0.925949519298864	-0.11920969572126	0.224715907039982	-0.497983106698538	-0.119424657513516	-0.107066550239239	-0.455590453047932	-0.146447030945744	0.320462208601761
"Skic8"	3.40677884624256	2.30328134787992	1.29284072545376	2.97805382269	2.37309497215048	2.17760951085843	1.58707492926876	2.15368155658358	1.47363332026766	2.12701711329139	1.88140579772372	1.35984069723267	2.10590631171379	1.61216560811015	1.93978689499318	4.0319816089016	2.07973145248703	1.95457130282106
"Nid1"	-2.98294315585335	-5.64092684687754	1.29094722916952	-5.61386370763577	-6.85137329451169	-5.07016746163334	-7.38794568609746	-5.59047028637001	-2.90467573078427	-4.99392513015941	-6.44013715345177	-5.59092192413592	-5.99488005557772	-5.36260654244013	-6.0486815964613	-6.52318272957902	-5.44193159296415	-6.2587068057119
"Khdrbs1"	6.47393950136107	6.30935061475321	5.74602331998908	5.95875649003272	6.08159955703939	6.08200244139301	5.92407956550019	6.05205910721222	6.18389061465808	6.14225664415936	6.13087963486995	5.98978359099562	6.06223679552325	6.06922152909375	6.16608282597277	6.65373210935405	4.76023513228147	5.97795267094425
"Alkbh5"	2.35832098106161	1.99198598467089	1.82961552826076	2.14764579965944	1.8849800885802	1.63265147353561	1.74681872571972	2.36959441311915	1.7856887022693	1.79377034289201	1.09439309315135	2.0681127041502	2.14275369270126	1.79041268779924	1.84831100279691	2.45919026860405	1.20836312465253	1.22688521909134
"Steap4"	1.08603141190491	2.50763836887482	3.3190093922545	2.37170796114691	1.70866332118727	2.22820654864643	1.97694584409253	2.83347028451564	2.47869505199882	1.89599972931109	2.16699461318395	2.55965889295026	1.74840214927627	2.34611388076776	1.85618634036612	0.629783170073036	2.11181756739778	2.04636006587981
"Tcp1"	-0.826774272934209	-0.97617698138659	2.88225798581892	-1.77394034991428	-1.59605284200574	-0.498706402143249	-0.28328019289345	-0.244579468112203	0.0814901726835195	-1.64801127984932	-1.7021762218042	0.0790090814388336	-0.539319252402091	0.387788121104961	0.265440184815517	-1.4802896398923	-1.80820913481728	-0.34341664222891
"Dek"	3.28455252480471	2.96563695763799	3.93157803954727	2.93240168289425	3.31974942900672	2.28623007998475	2.58893806151231	2.31962242843056	2.82002825421028	2.50123913636237	1.85849528663522	2.19521267008601	3.21420104056355	2.55377335314297	3.22228673409275	3.39629317020329	3.33168182944988	3.10808009954481
"Hnf1a"	1.40500468283438	1.68114636991413	1.44793837260663	0.758321205610525	0.952456641173125	0.519587655278421	2.01750574864878	1.87664614551788	1.59310171251133	-1.54552917897978	-1.44755366337864	-0.0519717553636241	-2.02707570333565	-2.9548139305322	-0.7560314498601	-0.592401189955758	-1.08320854437893	-1.6283195273254
"Exosc7"	3.49571192498574	3.8011397064638	3.51792770182955	4.19992240219148	3.35289317631218	3.91718011311186	3.51131708960435	3.87794597734562	4.10669860921346	4.07587602740724	4.01511588186528	3.80075076362992	3.61025716933058	4.14694753080775	3.50576990179813	3.70608077719242	4.10449737870831	3.63801795434233
"Nelfe"	1.56406629055805	-0.0962991880608683	0.0184330247699904	0.465428942459901	0.100709718867655	0.0258463167763985	-0.431346627657362	-0.312995081857721	0.441036707125821	-0.812621798740274	-1.61241418029029	-0.642294873937672	0.208931483073698	-0.631012627230561	0.0381543948985303	1.1483090458483	0.555018287511455	-0.659474917811487
"Khdrbs3"	3.3128129220743	3.72792282069936	3.09670503047585	3.65116750734541	3.4395860013097	3.42616006787256	3.11814128881706	3.56316488857752	3.38321056995267	3.09066396066045	3.66063264162806	2.72262730003985	3.35627000966955	3.92961016570328	3.53203670124706	3.37326996978569	1.73959139641509	3.2271025610646
"Rpl12"	4.78325907758633	4.89806425034439	5.21550419446818	3.90761418140879	4.41977957050342	4.56074508832085	4.77018081830079	4.72369050895193	4.63017053393807	4.926350985982	4.40957375280833	4.70393835367552	4.21245847119223	4.37825810246312	4.71069536846065	4.64516807579941	4.5782580358186	4.52276440105346
"Fubp1"	1.53690981407056	1.50577056318681	1.4129293288305	0.801210617792318	1.3317347804408	0.591868109538826	1.14152856832136	1.54287570953416	1.18306063127867	1.11953979762503	1.06545798112669	0.534015337879442	1.28500976428863	1.25083771570761	0.412325820157999	1.85202705885152	-0.239871401018103	1.0368645471915
"Nid2"	-3.98000282706574	-5.48179503194364	0.975931749714366	-5.76682779341236	-4.95901117699067	-5.237422137002	-5.32837487018332	-3.93373412024607	-3.27770855989817	-6.88382023641135	-5.80788310809716	-5.0887736619725	-2.90753617522257	-4.94527277798176	-2.3051835024131	-6.20560984144115	-6.40218746334275	-6.35191024819691
"Kpna2"	3.39404326948936	3.4375640907796	3.04973837425568	2.7151602521876	2.75887642698769	2.46547969773295	3.09466617657464	3.078040454189	3.06146040060571	2.7462359972403	2.93857273803192	2.93300557189405	2.76692549655764	2.78134994425707	3.06984146924416	2.5573293763809	2.84001710720137	2.69842274391288
"Upf1"	-0.693641429172668	-0.55862945805475	0.528243106214315	-1.34449740449483	-1.29112227311657	-0.68483266310206	-1.2000490812616	-0.958740407294634	0.10130815321078	-1.50155346019973	-0.836019647248186	-0.145986593647876	-0.146570811529923	-0.317559255094476	0.201976964891745	-1.14118327562221	-1.3155784502156	-0.485324521607819
"Suds3"	2.41051811401745	1.00835571937899	0.753815746315222	1.32299458171266	1.40755808159825	1.30351241094212	1.07115268244812	0.749075887183157	0.982767555351174	0.761431727706416	0.193360362374463	1.37714700335808	0.895836024297303	0.698508681444231	1.35318683374589	2.0187218160198	1.62402984069947	0.537984448824005
"Rab11a"	-5.41924307479934	-5.32274925938432	-3.4498735310494	-6.04929081722066	-4.69392103372734	-5.27694569996663	-3.150266101098	-5.45692694389163	-5.40450146696186	-5.57868652516971	-3.40712071621772	-4.69820387091208	-3.44811577623506	-4.96947270887138	-2.6935176545499	-6.19853857185128	-3.24178789816142	-5.80296434530546
"Got1"	-1.71307256829713	-0.226829193213508	-0.719238637531859	-0.065047382612466	-4.59959967240942	-0.62133438673229	-0.837355680056508	0.0694049850434553	-1.82001201893043	-2.19944656554632	-1.51879189487957	-0.816656983371185	-0.357861888819578	-0.166255878231084	-0.372458192792418	-2.60245421466255	-1.72418269580977	-0.208297699634514
"Actr3"	2.1196903108514	1.76660216650552	2.4658275643228	2.18290948177629	2.00575409669539	2.17297972354195	1.44329815821968	1.79275440391757	1.87460665916502	2.03051431507465	1.90937155100923	2.32793167805487	2.53679863175751	2.40201683348151	2.59516455611401	1.80990155124547	2.30385462846406	2.52476289529707
